timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], memory.used [MiB]
2026/02/15 15:02:20.656, 70 %, 2 %, 51.05 W, 642 MiB
2026/02/15 15:02:22.657, 72 %, 2 %, 51.17 W, 642 MiB
2026/02/15 15:02:24.657, 81 %, 2 %, 51.09 W, 642 MiB
2026/02/15 15:02:26.657, 78 %, 2 %, 51.13 W, 642 MiB
2026/02/15 15:02:28.657, 80 %, 2 %, 51.06 W, 642 MiB
2026/02/15 15:02:30.657, 76 %, 2 %, 51.08 W, 642 MiB
2026/02/15 15:02:32.657, 83 %, 2 %, 51.42 W, 642 MiB
2026/02/15 15:02:34.658, 86 %, 2 %, 51.01 W, 642 MiB
2026/02/15 15:02:36.658, 76 %, 2 %, 50.75 W, 634 MiB
2026/02/15 15:02:38.658, 78 %, 2 %, 50.90 W, 642 MiB
2026/02/15 15:02:40.658, 74 %, 2 %, 51.02 W, 642 MiB
2026/02/15 15:02:42.658, 79 %, 2 %, 51.17 W, 642 MiB
2026/02/15 15:02:44.659, 75 %, 2 %, 51.17 W, 642 MiB
2026/02/15 15:02:46.659, 87 %, 2 %, 51.33 W, 642 MiB
2026/02/15 15:02:48.659, 80 %, 2 %, 51.25 W, 642 MiB
2026/02/15 15:02:50.659, 79 %, 2 %, 51.21 W, 642 MiB
2026/02/15 15:02:52.659, 79 %, 2 %, 51.25 W, 642 MiB
2026/02/15 15:02:54.660, 84 %, 2 %, 51.23 W, 642 MiB
2026/02/15 15:02:56.660, 81 %, 2 %, 51.22 W, 642 MiB
2026/02/15 15:02:58.660, 84 %, 2 %, 51.37 W, 642 MiB
2026/02/15 15:03:00.660, 84 %, 2 %, 51.39 W, 642 MiB
2026/02/15 15:03:02.660, 83 %, 2 %, 51.41 W, 642 MiB
2026/02/15 15:03:04.660, 82 %, 2 %, 51.26 W, 642 MiB
2026/02/15 15:03:06.661, 84 %, 2 %, 51.28 W, 642 MiB
2026/02/15 15:03:08.661, 77 %, 2 %, 51.03 W, 642 MiB
2026/02/15 15:03:10.661, 81 %, 2 %, 51.23 W, 642 MiB
2026/02/15 15:03:12.661, 75 %, 2 %, 51.23 W, 642 MiB
2026/02/15 15:03:14.661, 78 %, 2 %, 51.57 W, 642 MiB
2026/02/15 15:03:16.662, 84 %, 2 %, 51.40 W, 642 MiB
2026/02/15 15:03:18.662, 82 %, 2 %, 51.23 W, 642 MiB
2026/02/15 15:03:20.662, 80 %, 2 %, 51.39 W, 642 MiB
2026/02/15 15:03:22.662, 76 %, 2 %, 51.15 W, 642 MiB
2026/02/15 15:03:24.662, 86 %, 2 %, 51.23 W, 642 MiB
2026/02/15 15:03:26.662, 82 %, 2 %, 51.33 W, 642 MiB
2026/02/15 15:03:28.663, 80 %, 2 %, 51.12 W, 642 MiB
2026/02/15 15:03:30.663, 79 %, 2 %, 51.23 W, 642 MiB
2026/02/15 15:03:32.663, 81 %, 2 %, 51.11 W, 642 MiB
2026/02/15 15:03:34.663, 83 %, 2 %, 51.13 W, 642 MiB
2026/02/15 15:03:36.663, 86 %, 2 %, 51.45 W, 642 MiB
2026/02/15 15:03:38.664, 82 %, 2 %, 50.99 W, 642 MiB
2026/02/15 15:03:40.664, 81 %, 2 %, 51.30 W, 642 MiB
2026/02/15 15:03:42.664, 83 %, 2 %, 51.17 W, 642 MiB
2026/02/15 15:03:44.664, 84 %, 2 %, 51.20 W, 642 MiB
2026/02/15 15:03:46.664, 84 %, 2 %, 51.48 W, 642 MiB
2026/02/15 15:03:48.664, 82 %, 2 %, 51.30 W, 642 MiB
2026/02/15 15:03:50.665, 78 %, 2 %, 51.14 W, 642 MiB
2026/02/15 15:03:52.665, 82 %, 2 %, 51.10 W, 642 MiB
2026/02/15 15:03:54.665, 83 %, 2 %, 51.29 W, 642 MiB
2026/02/15 15:03:56.665, 76 %, 2 %, 50.97 W, 642 MiB
2026/02/15 15:03:58.665, 84 %, 2 %, 51.08 W, 642 MiB
2026/02/15 15:04:00.665, 84 %, 2 %, 51.13 W, 642 MiB
2026/02/15 15:04:02.666, 78 %, 2 %, 51.04 W, 642 MiB
2026/02/15 15:04:04.666, 83 %, 2 %, 51.24 W, 642 MiB
2026/02/15 15:04:06.666, 81 %, 2 %, 50.92 W, 642 MiB
2026/02/15 15:04:08.666, 79 %, 2 %, 51.16 W, 642 MiB
2026/02/15 15:04:10.666, 79 %, 2 %, 51.00 W, 642 MiB
2026/02/15 15:04:12.667, 79 %, 2 %, 51.01 W, 642 MiB
2026/02/15 15:04:14.667, 79 %, 2 %, 51.13 W, 642 MiB
2026/02/15 15:04:16.667, 75 %, 2 %, 51.07 W, 642 MiB
2026/02/15 15:04:18.667, 80 %, 2 %, 51.33 W, 642 MiB
2026/02/15 15:04:20.667, 82 %, 2 %, 51.28 W, 642 MiB
2026/02/15 15:04:22.667, 76 %, 2 %, 51.07 W, 642 MiB
2026/02/15 15:04:24.668, 75 %, 2 %, 51.18 W, 642 MiB
2026/02/15 15:04:26.668, 78 %, 2 %, 51.31 W, 642 MiB
2026/02/15 15:04:28.668, 80 %, 2 %, 51.07 W, 642 MiB
2026/02/15 15:04:30.668, 84 %, 2 %, 51.09 W, 642 MiB
2026/02/15 15:04:32.668, 79 %, 2 %, 51.16 W, 642 MiB
2026/02/15 15:04:34.669, 80 %, 2 %, 50.79 W, 642 MiB
2026/02/15 15:04:36.669, 85 %, 2 %, 50.92 W, 642 MiB
2026/02/15 15:04:38.669, 84 %, 2 %, 50.96 W, 642 MiB
2026/02/15 15:04:40.669, 81 %, 2 %, 50.99 W, 642 MiB
2026/02/15 15:04:42.669, 84 %, 2 %, 51.14 W, 642 MiB
2026/02/15 15:04:44.670, 79 %, 2 %, 50.89 W, 642 MiB
2026/02/15 15:04:46.670, 73 %, 2 %, 51.01 W, 642 MiB
2026/02/15 15:04:48.670, 81 %, 2 %, 50.99 W, 634 MiB
2026/02/15 15:04:50.670, 78 %, 2 %, 51.14 W, 642 MiB
2026/02/15 15:04:52.670, 82 %, 2 %, 50.87 W, 642 MiB
2026/02/15 15:04:54.670, 81 %, 2 %, 50.95 W, 642 MiB
2026/02/15 15:04:56.671, 83 %, 2 %, 50.85 W, 642 MiB
2026/02/15 15:04:58.671, 71 %, 2 %, 50.79 W, 642 MiB
2026/02/15 15:05:00.671, 76 %, 2 %, 51.02 W, 642 MiB
2026/02/15 15:05:02.671, 80 %, 2 %, 50.77 W, 642 MiB
2026/02/15 15:05:04.671, 82 %, 2 %, 50.80 W, 642 MiB
2026/02/15 15:05:06.672, 81 %, 2 %, 50.94 W, 642 MiB
2026/02/15 15:05:08.672, 83 %, 2 %, 50.99 W, 642 MiB
2026/02/15 15:05:10.672, 83 %, 2 %, 50.99 W, 642 MiB
2026/02/15 15:05:12.672, 82 %, 2 %, 50.83 W, 642 MiB
2026/02/15 15:05:14.673, 81 %, 2 %, 50.63 W, 642 MiB
2026/02/15 15:05:16.673, 79 %, 2 %, 50.94 W, 642 MiB
2026/02/15 15:05:18.673, 79 %, 2 %, 51.13 W, 642 MiB
2026/02/15 15:05:20.673, 79 %, 2 %, 50.91 W, 642 MiB
2026/02/15 15:05:22.673, 78 %, 2 %, 51.04 W, 642 MiB
2026/02/15 15:05:24.673, 82 %, 2 %, 51.26 W, 642 MiB
2026/02/15 15:05:26.674, 77 %, 2 %, 50.93 W, 642 MiB
2026/02/15 15:05:28.674, 81 %, 2 %, 51.12 W, 642 MiB
2026/02/15 15:05:30.674, 81 %, 2 %, 50.92 W, 642 MiB
2026/02/15 15:05:32.674, 80 %, 2 %, 51.15 W, 642 MiB
2026/02/15 15:05:34.674, 80 %, 2 %, 50.96 W, 642 MiB
2026/02/15 15:05:36.675, 86 %, 2 %, 51.33 W, 642 MiB
2026/02/15 15:05:38.675, 77 %, 2 %, 51.03 W, 642 MiB
2026/02/15 15:05:40.675, 75 %, 2 %, 50.94 W, 642 MiB
2026/02/15 15:05:42.675, 82 %, 2 %, 51.18 W, 642 MiB
2026/02/15 15:05:44.675, 83 %, 2 %, 51.08 W, 642 MiB
2026/02/15 15:05:46.676, 84 %, 2 %, 50.93 W, 642 MiB
2026/02/15 15:05:48.676, 85 %, 2 %, 51.06 W, 642 MiB
2026/02/15 15:05:50.676, 79 %, 2 %, 50.76 W, 652 MiB
2026/02/15 15:05:52.676, 79 %, 2 %, 50.84 W, 669 MiB
2026/02/15 15:05:54.676, 74 %, 2 %, 50.83 W, 669 MiB
2026/02/15 15:05:56.676, 74 %, 2 %, 50.83 W, 663 MiB
2026/02/15 15:05:58.677, 78 %, 1 %, 49.74 W, 668 MiB
2026/02/15 15:06:00.677, 54 %, 1 %, 49.51 W, 664 MiB
2026/02/15 15:06:02.677, 74 %, 1 %, 49.57 W, 658 MiB
2026/02/15 15:06:04.677, 79 %, 1 %, 49.74 W, 664 MiB
2026/02/15 15:06:06.677, 76 %, 1 %, 49.36 W, 662 MiB
2026/02/15 15:06:08.678, 63 %, 1 %, 48.87 W, 662 MiB
2026/02/15 15:06:10.678, 79 %, 1 %, 49.52 W, 658 MiB
2026/02/15 15:06:12.678, 73 %, 1 %, 49.60 W, 658 MiB
2026/02/15 15:06:14.678, 68 %, 1 %, 49.38 W, 658 MiB
2026/02/15 15:06:16.679, 77 %, 1 %, 49.56 W, 658 MiB
2026/02/15 15:06:18.679, 83 %, 1 %, 49.60 W, 658 MiB
2026/02/15 15:06:20.679, 72 %, 1 %, 49.44 W, 658 MiB
2026/02/15 15:06:22.679, 77 %, 1 %, 49.31 W, 658 MiB
2026/02/15 15:06:24.680, 78 %, 1 %, 49.41 W, 658 MiB
2026/02/15 15:06:26.680, 78 %, 1 %, 49.44 W, 658 MiB
2026/02/15 15:06:28.680, 83 %, 1 %, 49.56 W, 658 MiB
2026/02/15 15:06:30.680, 70 %, 1 %, 49.24 W, 658 MiB
2026/02/15 15:06:32.680, 62 %, 1 %, 49.28 W, 658 MiB
2026/02/15 15:06:34.681, 68 %, 1 %, 49.31 W, 658 MiB
2026/02/15 15:06:36.681, 72 %, 1 %, 49.39 W, 658 MiB
2026/02/15 15:06:38.681, 70 %, 1 %, 49.60 W, 655 MiB
2026/02/15 15:06:40.681, 74 %, 1 %, 49.58 W, 655 MiB
2026/02/15 15:06:42.681, 78 %, 1 %, 49.45 W, 655 MiB
2026/02/15 15:06:44.682, 82 %, 1 %, 49.49 W, 655 MiB
2026/02/15 15:06:46.682, 77 %, 1 %, 49.42 W, 655 MiB
2026/02/15 15:06:48.682, 79 %, 1 %, 49.64 W, 655 MiB
2026/02/15 15:06:50.682, 64 %, 1 %, 49.33 W, 655 MiB
2026/02/15 15:06:52.683, 79 %, 1 %, 49.34 W, 655 MiB
2026/02/15 15:06:54.683, 76 %, 1 %, 49.43 W, 655 MiB
2026/02/15 15:06:56.683, 73 %, 1 %, 49.17 W, 655 MiB
2026/02/15 15:06:58.683, 80 %, 1 %, 49.67 W, 655 MiB
2026/02/15 15:07:00.683, 77 %, 1 %, 49.30 W, 655 MiB
2026/02/15 15:07:02.684, 78 %, 1 %, 49.42 W, 655 MiB
2026/02/15 15:07:04.684, 77 %, 1 %, 49.40 W, 655 MiB
2026/02/15 15:07:06.684, 80 %, 1 %, 49.30 W, 655 MiB
2026/02/15 15:07:08.685, 77 %, 1 %, 49.41 W, 655 MiB
2026/02/15 15:07:10.685, 77 %, 1 %, 49.50 W, 655 MiB
2026/02/15 15:07:12.685, 77 %, 1 %, 49.50 W, 655 MiB
2026/02/15 15:07:14.685, 79 %, 1 %, 49.43 W, 655 MiB
2026/02/15 15:07:16.686, 77 %, 1 %, 49.50 W, 655 MiB
2026/02/15 15:07:18.686, 77 %, 1 %, 49.47 W, 655 MiB
2026/02/15 15:07:20.686, 79 %, 1 %, 49.38 W, 655 MiB
2026/02/15 15:07:22.686, 81 %, 1 %, 49.49 W, 655 MiB
2026/02/15 15:07:24.687, 80 %, 1 %, 49.53 W, 655 MiB
2026/02/15 15:07:26.687, 76 %, 1 %, 49.62 W, 655 MiB
2026/02/15 15:07:28.687, 71 %, 1 %, 49.55 W, 655 MiB
2026/02/15 15:07:30.688, 82 %, 1 %, 49.53 W, 655 MiB
2026/02/15 15:07:32.688, 76 %, 1 %, 49.35 W, 655 MiB
2026/02/15 15:07:34.688, 82 %, 1 %, 49.60 W, 655 MiB
2026/02/15 15:07:36.689, 79 %, 1 %, 49.72 W, 655 MiB
2026/02/15 15:07:38.689, 83 %, 1 %, 49.60 W, 655 MiB
2026/02/15 15:07:40.689, 77 %, 1 %, 49.59 W, 655 MiB
2026/02/15 15:07:42.689, 73 %, 1 %, 49.50 W, 655 MiB
2026/02/15 15:07:44.690, 78 %, 1 %, 49.49 W, 655 MiB
2026/02/15 15:07:46.690, 70 %, 1 %, 49.48 W, 655 MiB
2026/02/15 15:07:48.690, 71 %, 1 %, 49.54 W, 655 MiB
2026/02/15 15:07:50.690, 75 %, 1 %, 49.38 W, 655 MiB
2026/02/15 15:07:52.691, 73 %, 1 %, 49.28 W, 655 MiB
2026/02/15 15:07:54.691, 77 %, 1 %, 49.42 W, 655 MiB
2026/02/15 15:07:56.691, 74 %, 1 %, 49.43 W, 655 MiB
2026/02/15 15:07:58.691, 80 %, 1 %, 49.54 W, 659 MiB
2026/02/15 15:08:00.692, 77 %, 1 %, 49.53 W, 658 MiB
2026/02/15 15:08:02.692, 79 %, 1 %, 49.73 W, 657 MiB
2026/02/15 15:08:04.692, 71 %, 1 %, 49.59 W, 657 MiB
2026/02/15 15:08:06.692, 71 %, 1 %, 49.61 W, 659 MiB
2026/02/15 15:08:08.693, 61 %, 1 %, 49.38 W, 658 MiB
2026/02/15 15:08:10.693, 76 %, 1 %, 49.78 W, 658 MiB
2026/02/15 15:08:12.693, 79 %, 1 %, 49.48 W, 657 MiB
2026/02/15 15:08:14.693, 77 %, 1 %, 49.52 W, 657 MiB
2026/02/15 15:08:16.694, 81 %, 2 %, 50.15 W, 675 MiB
2026/02/15 15:08:18.694, 85 %, 2 %, 50.92 W, 672 MiB
2026/02/15 15:08:20.694, 80 %, 1 %, 49.75 W, 669 MiB
2026/02/15 15:08:22.694, 68 %, 1 %, 49.24 W, 664 MiB
2026/02/15 15:08:24.695, 77 %, 1 %, 49.43 W, 657 MiB
2026/02/15 15:08:26.695, 78 %, 2 %, 50.13 W, 666 MiB
2026/02/15 15:08:28.695, 77 %, 1 %, 49.95 W, 670 MiB
2026/02/15 15:08:30.695, 80 %, 2 %, 49.96 W, 670 MiB
2026/02/15 15:08:32.695, 62 %, 1 %, 49.54 W, 667 MiB
2026/02/15 15:08:34.696, 73 %, 2 %, 49.83 W, 670 MiB
2026/02/15 15:08:36.696, 73 %, 1 %, 49.41 W, 667 MiB
2026/02/15 15:08:38.696, 75 %, 1 %, 49.47 W, 660 MiB
2026/02/15 15:08:40.696, 77 %, 1 %, 49.36 W, 659 MiB
2026/02/15 15:08:42.697, 69 %, 1 %, 49.28 W, 665 MiB
2026/02/15 15:08:44.697, 82 %, 1 %, 49.71 W, 661 MiB
2026/02/15 15:08:46.697, 76 %, 1 %, 49.88 W, 667 MiB
2026/02/15 15:08:48.697, 80 %, 1 %, 49.49 W, 663 MiB
2026/02/15 15:08:50.698, 81 %, 1 %, 49.49 W, 663 MiB
2026/02/15 15:08:52.698, 78 %, 1 %, 49.49 W, 668 MiB
2026/02/15 15:08:54.698, 80 %, 1 %, 49.62 W, 668 MiB
2026/02/15 15:08:56.698, 77 %, 1 %, 50.04 W, 668 MiB
2026/02/15 15:08:58.698, 75 %, 1 %, 49.50 W, 663 MiB
2026/02/15 15:09:00.699, 75 %, 1 %, 49.48 W, 663 MiB
2026/02/15 15:09:02.699, 78 %, 2 %, 50.53 W, 666 MiB
2026/02/15 15:09:04.699, 85 %, 2 %, 51.17 W, 663 MiB
2026/02/15 15:09:06.699, 82 %, 2 %, 51.62 W, 657 MiB
2026/02/15 15:09:08.700, 79 %, 2 %, 51.05 W, 654 MiB
2026/02/15 15:09:10.700, 80 %, 2 %, 51.22 W, 654 MiB
2026/02/15 15:09:12.700, 85 %, 2 %, 51.07 W, 654 MiB
2026/02/15 15:09:14.700, 81 %, 2 %, 51.21 W, 654 MiB
2026/02/15 15:09:16.700, 84 %, 2 %, 51.47 W, 654 MiB
2026/02/15 15:09:18.701, 86 %, 2 %, 51.47 W, 654 MiB
2026/02/15 15:09:20.701, 81 %, 2 %, 51.43 W, 654 MiB
2026/02/15 15:09:22.701, 79 %, 2 %, 51.37 W, 654 MiB
2026/02/15 15:09:24.701, 81 %, 2 %, 51.24 W, 654 MiB
2026/02/15 15:09:26.702, 82 %, 2 %, 51.27 W, 654 MiB
2026/02/15 15:09:28.702, 85 %, 2 %, 51.51 W, 654 MiB
2026/02/15 15:09:30.702, 80 %, 2 %, 51.21 W, 654 MiB
2026/02/15 15:09:32.702, 76 %, 2 %, 51.26 W, 654 MiB
2026/02/15 15:09:34.702, 84 %, 2 %, 51.37 W, 654 MiB
2026/02/15 15:09:36.703, 79 %, 2 %, 51.33 W, 654 MiB
2026/02/15 15:09:38.703, 76 %, 2 %, 51.18 W, 654 MiB
2026/02/15 15:09:40.703, 85 %, 2 %, 51.60 W, 654 MiB
2026/02/15 15:09:42.703, 80 %, 2 %, 51.35 W, 654 MiB
2026/02/15 15:09:44.704, 79 %, 2 %, 51.49 W, 654 MiB
2026/02/15 15:09:46.704, 80 %, 2 %, 51.19 W, 654 MiB
2026/02/15 15:09:48.704, 78 %, 2 %, 51.34 W, 660 MiB
2026/02/15 15:09:50.704, 74 %, 1 %, 49.55 W, 657 MiB
2026/02/15 15:09:52.704, 74 %, 1 %, 49.50 W, 657 MiB
2026/02/15 15:09:54.705, 74 %, 1 %, 49.59 W, 656 MiB
2026/02/15 15:09:56.705, 77 %, 1 %, 49.59 W, 656 MiB
2026/02/15 15:09:58.705, 76 %, 1 %, 49.66 W, 656 MiB
2026/02/15 15:10:00.706, 81 %, 1 %, 49.68 W, 656 MiB
2026/02/15 15:10:02.706, 71 %, 1 %, 49.50 W, 656 MiB
2026/02/15 15:10:04.706, 74 %, 1 %, 49.52 W, 662 MiB
2026/02/15 15:10:06.706, 75 %, 2 %, 51.18 W, 661 MiB
2026/02/15 15:10:08.707, 79 %, 2 %, 51.13 W, 659 MiB
2026/02/15 15:10:10.707, 75 %, 2 %, 51.39 W, 656 MiB
2026/02/15 15:10:12.707, 73 %, 2 %, 51.17 W, 654 MiB
2026/02/15 15:10:14.707, 72 %, 2 %, 51.13 W, 654 MiB
2026/02/15 15:10:16.707, 72 %, 2 %, 51.23 W, 654 MiB
2026/02/15 15:10:18.708, 79 %, 2 %, 51.24 W, 654 MiB
2026/02/15 15:10:20.708, 83 %, 2 %, 51.15 W, 654 MiB
2026/02/15 15:10:22.708, 80 %, 2 %, 51.26 W, 654 MiB
2026/02/15 15:10:24.708, 78 %, 2 %, 51.21 W, 654 MiB
2026/02/15 15:10:26.709, 76 %, 2 %, 50.99 W, 654 MiB
2026/02/15 15:10:28.709, 72 %, 2 %, 51.06 W, 654 MiB
2026/02/15 15:10:30.709, 70 %, 2 %, 51.13 W, 654 MiB
2026/02/15 15:10:32.709, 80 %, 2 %, 51.36 W, 654 MiB
2026/02/15 15:10:34.710, 84 %, 2 %, 51.42 W, 654 MiB
2026/02/15 15:10:36.710, 80 %, 2 %, 51.43 W, 654 MiB
2026/02/15 15:10:38.710, 82 %, 2 %, 51.42 W, 654 MiB
2026/02/15 15:10:40.710, 77 %, 2 %, 51.00 W, 654 MiB
2026/02/15 15:10:42.711, 86 %, 2 %, 51.35 W, 654 MiB
2026/02/15 15:10:44.711, 73 %, 2 %, 50.91 W, 654 MiB
2026/02/15 15:10:46.711, 79 %, 2 %, 50.99 W, 654 MiB
2026/02/15 15:10:48.711, 71 %, 2 %, 50.76 W, 654 MiB
2026/02/15 15:10:50.712, 79 %, 2 %, 51.18 W, 654 MiB
2026/02/15 15:10:52.712, 81 %, 2 %, 51.21 W, 654 MiB
2026/02/15 15:10:54.712, 69 %, 2 %, 51.04 W, 654 MiB
2026/02/15 15:10:56.712, 74 %, 2 %, 51.30 W, 654 MiB
2026/02/15 15:10:58.713, 72 %, 2 %, 51.12 W, 654 MiB
2026/02/15 15:11:00.713, 83 %, 2 %, 51.26 W, 654 MiB
2026/02/15 15:11:02.713, 79 %, 2 %, 51.17 W, 654 MiB
2026/02/15 15:11:04.713, 78 %, 2 %, 51.12 W, 666 MiB
2026/02/15 15:11:06.713, 84 %, 2 %, 51.11 W, 660 MiB
2026/02/15 15:11:08.714, 86 %, 2 %, 51.34 W, 660 MiB
2026/02/15 15:11:10.714, 81 %, 2 %, 51.28 W, 654 MiB
2026/02/15 15:11:12.714, 81 %, 2 %, 51.00 W, 654 MiB
2026/02/15 15:11:14.714, 78 %, 2 %, 50.98 W, 654 MiB
2026/02/15 15:11:16.715, 83 %, 2 %, 51.34 W, 654 MiB
2026/02/15 15:11:18.715, 84 %, 2 %, 51.12 W, 654 MiB
2026/02/15 15:11:20.715, 80 %, 2 %, 51.10 W, 654 MiB
2026/02/15 15:11:22.715, 76 %, 2 %, 50.97 W, 654 MiB
2026/02/15 15:11:24.715, 76 %, 2 %, 50.86 W, 654 MiB
2026/02/15 15:11:26.716, 79 %, 2 %, 51.19 W, 654 MiB
2026/02/15 15:11:28.716, 75 %, 2 %, 51.01 W, 654 MiB
2026/02/15 15:11:30.716, 79 %, 2 %, 51.02 W, 654 MiB
2026/02/15 15:11:32.716, 84 %, 2 %, 51.22 W, 654 MiB
2026/02/15 15:11:34.716, 80 %, 2 %, 51.00 W, 654 MiB
2026/02/15 15:11:36.717, 80 %, 2 %, 50.95 W, 654 MiB
2026/02/15 15:11:38.717, 82 %, 2 %, 51.11 W, 654 MiB
2026/02/15 15:11:40.717, 78 %, 2 %, 51.16 W, 654 MiB
2026/02/15 15:11:42.717, 85 %, 2 %, 51.23 W, 654 MiB
2026/02/15 15:11:44.718, 75 %, 2 %, 50.92 W, 654 MiB
2026/02/15 15:11:46.718, 74 %, 2 %, 51.01 W, 654 MiB
2026/02/15 15:11:48.718, 80 %, 2 %, 51.14 W, 654 MiB
2026/02/15 15:11:50.718, 77 %, 2 %, 51.23 W, 654 MiB
2026/02/15 15:11:52.718, 83 %, 2 %, 51.53 W, 665 MiB
2026/02/15 15:11:54.719, 74 %, 2 %, 51.26 W, 665 MiB
2026/02/15 15:11:56.719, 85 %, 2 %, 51.35 W, 663 MiB
2026/02/15 15:11:58.719, 80 %, 2 %, 51.53 W, 654 MiB
2026/02/15 15:12:00.719, 88 %, 2 %, 51.58 W, 654 MiB
2026/02/15 15:12:02.720, 83 %, 2 %, 51.28 W, 654 MiB
2026/02/15 15:12:04.720, 80 %, 2 %, 51.20 W, 654 MiB
2026/02/15 15:12:06.720, 81 %, 2 %, 51.36 W, 654 MiB
2026/02/15 15:12:08.720, 68 %, 2 %, 51.32 W, 654 MiB
2026/02/15 15:12:10.721, 81 %, 2 %, 51.11 W, 654 MiB
2026/02/15 15:12:12.721, 77 %, 2 %, 51.08 W, 654 MiB
2026/02/15 15:12:14.721, 85 %, 2 %, 51.31 W, 654 MiB
2026/02/15 15:12:16.721, 77 %, 2 %, 51.25 W, 654 MiB
2026/02/15 15:12:18.722, 81 %, 2 %, 51.14 W, 654 MiB
2026/02/15 15:12:20.722, 80 %, 2 %, 51.24 W, 654 MiB
2026/02/15 15:12:22.722, 85 %, 2 %, 51.37 W, 654 MiB
2026/02/15 15:12:24.722, 83 %, 2 %, 51.22 W, 654 MiB
2026/02/15 15:12:26.723, 81 %, 2 %, 51.23 W, 654 MiB
2026/02/15 15:12:28.723, 77 %, 2 %, 51.04 W, 654 MiB
2026/02/15 15:12:30.723, 78 %, 2 %, 51.19 W, 654 MiB
2026/02/15 15:12:32.723, 80 %, 2 %, 51.04 W, 654 MiB
2026/02/15 15:12:34.724, 77 %, 2 %, 50.95 W, 654 MiB
2026/02/15 15:12:36.724, 78 %, 2 %, 51.09 W, 654 MiB
2026/02/15 15:12:38.724, 80 %, 2 %, 51.43 W, 654 MiB
2026/02/15 15:12:40.724, 76 %, 2 %, 51.02 W, 654 MiB
2026/02/15 15:12:42.724, 70 %, 2 %, 51.21 W, 654 MiB
2026/02/15 15:12:44.725, 77 %, 2 %, 51.16 W, 654 MiB
2026/02/15 15:12:46.725, 83 %, 2 %, 51.43 W, 654 MiB
2026/02/15 15:12:48.725, 86 %, 2 %, 51.38 W, 654 MiB
2026/02/15 15:12:50.725, 81 %, 2 %, 51.24 W, 654 MiB
2026/02/15 15:12:52.726, 82 %, 2 %, 51.08 W, 654 MiB
2026/02/15 15:12:54.726, 85 %, 2 %, 51.08 W, 654 MiB
2026/02/15 15:12:56.726, 78 %, 2 %, 51.20 W, 654 MiB
2026/02/15 15:12:58.726, 79 %, 2 %, 51.41 W, 654 MiB
2026/02/15 15:13:00.727, 76 %, 2 %, 51.45 W, 654 MiB
2026/02/15 15:13:02.727, 81 %, 2 %, 51.30 W, 654 MiB
2026/02/15 15:13:04.727, 76 %, 2 %, 51.43 W, 654 MiB
2026/02/15 15:13:06.727, 77 %, 2 %, 51.48 W, 654 MiB
2026/02/15 15:13:08.727, 80 %, 2 %, 51.40 W, 654 MiB
2026/02/15 15:13:10.728, 82 %, 2 %, 51.41 W, 654 MiB
2026/02/15 15:13:12.728, 86 %, 2 %, 51.45 W, 654 MiB
2026/02/15 15:13:14.728, 82 %, 2 %, 51.48 W, 654 MiB
2026/02/15 15:13:16.728, 80 %, 2 %, 51.37 W, 654 MiB
2026/02/15 15:13:18.729, 79 %, 2 %, 51.18 W, 643 MiB
2026/02/15 15:13:20.729, 76 %, 2 %, 51.23 W, 662 MiB
2026/02/15 15:13:22.729, 65 %, 2 %, 50.91 W, 662 MiB
2026/02/15 15:13:24.729, 79 %, 2 %, 51.09 W, 662 MiB
2026/02/15 15:13:26.730, 74 %, 1 %, 49.96 W, 662 MiB
2026/02/15 15:13:28.730, 75 %, 2 %, 51.21 W, 666 MiB
2026/02/15 15:13:30.730, 81 %, 2 %, 51.12 W, 659 MiB
2026/02/15 15:13:32.730, 80 %, 2 %, 51.08 W, 663 MiB
2026/02/15 15:13:34.730, 80 %, 2 %, 51.01 W, 661 MiB
2026/02/15 15:13:36.731, 71 %, 2 %, 50.98 W, 660 MiB
2026/02/15 15:13:38.731, 79 %, 1 %, 49.79 W, 657 MiB
2026/02/15 15:13:40.731, 82 %, 2 %, 51.25 W, 659 MiB
2026/02/15 15:13:42.731, 83 %, 2 %, 51.42 W, 661 MiB
2026/02/15 15:13:44.732, 64 %, 2 %, 50.91 W, 656 MiB
2026/02/15 15:13:46.732, 76 %, 2 %, 51.22 W, 651 MiB
2026/02/15 15:13:48.732, 85 %, 2 %, 51.35 W, 647 MiB
2026/02/15 15:13:50.732, 75 %, 2 %, 51.30 W, 647 MiB
2026/02/15 15:13:52.732, 81 %, 2 %, 51.46 W, 647 MiB
2026/02/15 15:13:54.733, 80 %, 2 %, 51.69 W, 647 MiB
2026/02/15 15:13:56.733, 86 %, 2 %, 51.62 W, 647 MiB
2026/02/15 15:13:58.733, 78 %, 2 %, 51.52 W, 647 MiB
2026/02/15 15:14:00.733, 78 %, 2 %, 51.46 W, 647 MiB
2026/02/15 15:14:02.734, 82 %, 2 %, 51.38 W, 647 MiB
2026/02/15 15:14:04.734, 85 %, 2 %, 51.64 W, 647 MiB
2026/02/15 15:14:06.734, 81 %, 2 %, 51.51 W, 647 MiB
2026/02/15 15:14:08.734, 85 %, 2 %, 51.67 W, 647 MiB
2026/02/15 15:14:10.735, 83 %, 2 %, 51.55 W, 647 MiB
2026/02/15 15:14:12.735, 80 %, 2 %, 51.47 W, 647 MiB
