timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], memory.used [MiB]
2026/02/15 20:29:55.206, 84 %, 1 %, 50.08 W, 791 MiB
2026/02/15 20:29:57.206, 85 %, 1 %, 50.07 W, 790 MiB
2026/02/15 20:29:59.206, 85 %, 1 %, 49.87 W, 790 MiB
2026/02/15 20:30:01.207, 84 %, 1 %, 49.92 W, 799 MiB
2026/02/15 20:30:03.207, 85 %, 1 %, 49.85 W, 791 MiB
2026/02/15 20:30:05.207, 84 %, 1 %, 49.75 W, 791 MiB
2026/02/15 20:30:07.207, 84 %, 1 %, 49.87 W, 787 MiB
2026/02/15 20:30:09.207, 85 %, 1 %, 49.87 W, 787 MiB
2026/02/15 20:30:11.208, 85 %, 1 %, 49.97 W, 787 MiB
2026/02/15 20:30:13.208, 85 %, 1 %, 50.04 W, 787 MiB
2026/02/15 20:30:15.208, 85 %, 1 %, 50.03 W, 787 MiB
2026/02/15 20:30:17.208, 86 %, 1 %, 50.02 W, 787 MiB
2026/02/15 20:30:19.208, 85 %, 1 %, 50.00 W, 787 MiB
2026/02/15 20:30:21.209, 84 %, 1 %, 49.98 W, 787 MiB
2026/02/15 20:30:23.209, 85 %, 1 %, 49.99 W, 787 MiB
2026/02/15 20:30:25.209, 85 %, 1 %, 50.08 W, 787 MiB
2026/02/15 20:30:27.209, 85 %, 1 %, 50.14 W, 787 MiB
2026/02/15 20:30:29.210, 84 %, 1 %, 50.04 W, 787 MiB
2026/02/15 20:30:31.210, 86 %, 1 %, 50.10 W, 787 MiB
2026/02/15 20:30:33.210, 85 %, 1 %, 50.01 W, 787 MiB
2026/02/15 20:30:35.211, 84 %, 1 %, 50.00 W, 787 MiB
2026/02/15 20:30:37.211, 86 %, 1 %, 50.08 W, 787 MiB
2026/02/15 20:30:39.211, 85 %, 1 %, 49.94 W, 787 MiB
2026/02/15 20:30:41.211, 85 %, 1 %, 50.02 W, 787 MiB
2026/02/15 20:30:43.212, 85 %, 1 %, 49.94 W, 787 MiB
2026/02/15 20:30:45.212, 85 %, 1 %, 50.09 W, 787 MiB
2026/02/15 20:30:47.212, 85 %, 1 %, 50.09 W, 787 MiB
2026/02/15 20:30:49.213, 85 %, 1 %, 50.11 W, 787 MiB
2026/02/15 20:30:51.213, 85 %, 1 %, 50.10 W, 787 MiB
2026/02/15 20:30:53.213, 84 %, 1 %, 49.88 W, 787 MiB
2026/02/15 20:30:55.213, 85 %, 1 %, 50.14 W, 787 MiB
2026/02/15 20:30:57.214, 85 %, 1 %, 50.33 W, 787 MiB
2026/02/15 20:30:59.214, 85 %, 1 %, 50.27 W, 787 MiB
2026/02/15 20:31:01.214, 85 %, 1 %, 50.29 W, 787 MiB
2026/02/15 20:31:03.214, 85 %, 1 %, 50.07 W, 787 MiB
2026/02/15 20:31:05.215, 82 %, 1 %, 49.93 W, 787 MiB
2026/02/15 20:31:07.215, 85 %, 1 %, 50.13 W, 787 MiB
2026/02/15 20:31:09.215, 85 %, 1 %, 50.23 W, 787 MiB
2026/02/15 20:31:11.216, 85 %, 1 %, 50.15 W, 787 MiB
2026/02/15 20:31:13.216, 85 %, 1 %, 50.21 W, 787 MiB
2026/02/15 20:31:15.216, 85 %, 1 %, 50.22 W, 787 MiB
2026/02/15 20:31:17.216, 85 %, 1 %, 50.23 W, 787 MiB
2026/02/15 20:31:19.217, 85 %, 1 %, 50.26 W, 787 MiB
2026/02/15 20:31:21.217, 85 %, 1 %, 50.25 W, 787 MiB
2026/02/15 20:31:23.217, 85 %, 1 %, 50.32 W, 787 MiB
2026/02/15 20:31:25.218, 84 %, 1 %, 50.26 W, 797 MiB
2026/02/15 20:31:27.218, 85 %, 1 %, 50.35 W, 792 MiB
2026/02/15 20:31:29.218, 86 %, 1 %, 50.34 W, 791 MiB
2026/02/15 20:31:31.218, 86 %, 1 %, 50.24 W, 785 MiB
2026/02/15 20:31:33.219, 85 %, 1 %, 50.55 W, 785 MiB
2026/02/15 20:31:35.219, 85 %, 1 %, 50.33 W, 785 MiB
2026/02/15 20:31:37.219, 85 %, 1 %, 50.41 W, 785 MiB
2026/02/15 20:31:39.220, 86 %, 1 %, 50.38 W, 785 MiB
2026/02/15 20:31:41.220, 85 %, 1 %, 50.21 W, 781 MiB
2026/02/15 20:31:43.220, 85 %, 1 %, 50.34 W, 781 MiB
2026/02/15 20:31:45.221, 85 %, 1 %, 50.37 W, 781 MiB
2026/02/15 20:31:47.221, 85 %, 1 %, 50.20 W, 781 MiB
2026/02/15 20:31:49.221, 86 %, 1 %, 50.32 W, 781 MiB
2026/02/15 20:31:51.222, 86 %, 1 %, 50.22 W, 781 MiB
2026/02/15 20:31:53.222, 85 %, 1 %, 50.28 W, 781 MiB
2026/02/15 20:31:55.222, 85 %, 1 %, 50.23 W, 781 MiB
2026/02/15 20:31:57.223, 85 %, 1 %, 50.17 W, 781 MiB
2026/02/15 20:31:59.223, 85 %, 1 %, 50.22 W, 781 MiB
2026/02/15 20:32:01.224, 85 %, 1 %, 50.30 W, 781 MiB
2026/02/15 20:32:03.224, 85 %, 1 %, 50.24 W, 781 MiB
2026/02/15 20:32:05.224, 85 %, 1 %, 50.15 W, 781 MiB
2026/02/15 20:32:07.224, 86 %, 1 %, 50.33 W, 781 MiB
2026/02/15 20:32:09.225, 86 %, 1 %, 50.22 W, 781 MiB
2026/02/15 20:32:11.225, 84 %, 1 %, 50.18 W, 781 MiB
2026/02/15 20:32:13.225, 86 %, 1 %, 50.31 W, 781 MiB
2026/02/15 20:32:15.225, 85 %, 1 %, 50.35 W, 781 MiB
2026/02/15 20:32:17.226, 86 %, 1 %, 50.29 W, 781 MiB
2026/02/15 20:32:19.226, 85 %, 1 %, 50.19 W, 781 MiB
2026/02/15 20:32:21.226, 85 %, 1 %, 50.19 W, 781 MiB
2026/02/15 20:32:23.227, 86 %, 1 %, 50.40 W, 781 MiB
2026/02/15 20:32:25.227, 85 %, 1 %, 50.70 W, 781 MiB
2026/02/15 20:32:27.227, 85 %, 1 %, 50.62 W, 781 MiB
2026/02/15 20:32:29.228, 85 %, 1 %, 50.59 W, 781 MiB
2026/02/15 20:32:31.228, 85 %, 1 %, 50.57 W, 781 MiB
2026/02/15 20:32:33.228, 85 %, 1 %, 50.65 W, 781 MiB
2026/02/15 20:32:35.228, 85 %, 1 %, 50.77 W, 781 MiB
2026/02/15 20:32:37.228, 86 %, 1 %, 50.75 W, 781 MiB
2026/02/15 20:32:39.229, 82 %, 1 %, 50.72 W, 781 MiB
2026/02/15 20:32:41.229, 84 %, 1 %, 50.70 W, 781 MiB
2026/02/15 20:32:43.229, 85 %, 1 %, 50.69 W, 781 MiB
2026/02/15 20:32:45.229, 84 %, 1 %, 50.54 W, 781 MiB
2026/02/15 20:32:47.229, 85 %, 1 %, 50.49 W, 781 MiB
2026/02/15 20:32:49.230, 85 %, 1 %, 50.62 W, 781 MiB
2026/02/15 20:32:51.230, 85 %, 1 %, 50.59 W, 781 MiB
2026/02/15 20:32:53.230, 85 %, 1 %, 50.75 W, 781 MiB
2026/02/15 20:32:55.230, 84 %, 1 %, 50.74 W, 781 MiB
2026/02/15 20:32:57.231, 85 %, 1 %, 50.52 W, 781 MiB
2026/02/15 20:32:59.231, 84 %, 1 %, 50.66 W, 781 MiB
2026/02/15 20:33:01.231, 86 %, 1 %, 50.65 W, 781 MiB
2026/02/15 20:33:03.231, 85 %, 1 %, 50.62 W, 781 MiB
2026/02/15 20:33:05.231, 86 %, 1 %, 50.70 W, 781 MiB
2026/02/15 20:33:07.232, 85 %, 1 %, 50.62 W, 781 MiB
2026/02/15 20:33:09.232, 84 %, 1 %, 50.61 W, 781 MiB
2026/02/15 20:33:11.232, 84 %, 1 %, 50.60 W, 781 MiB
2026/02/15 20:33:13.232, 85 %, 1 %, 50.62 W, 781 MiB
2026/02/15 20:33:15.233, 85 %, 1 %, 50.71 W, 783 MiB
2026/02/15 20:33:17.233, 85 %, 1 %, 50.73 W, 783 MiB
2026/02/15 20:33:19.233, 85 %, 1 %, 50.66 W, 783 MiB
2026/02/15 20:33:21.233, 85 %, 1 %, 50.76 W, 783 MiB
2026/02/15 20:33:23.233, 85 %, 1 %, 50.70 W, 783 MiB
2026/02/15 20:33:25.234, 85 %, 1 %, 50.62 W, 783 MiB
2026/02/15 20:33:27.234, 85 %, 1 %, 50.72 W, 783 MiB
2026/02/15 20:33:29.234, 84 %, 1 %, 50.70 W, 783 MiB
2026/02/15 20:33:31.234, 84 %, 1 %, 50.80 W, 783 MiB
2026/02/15 20:33:33.235, 84 %, 1 %, 50.69 W, 783 MiB
2026/02/15 20:33:35.235, 85 %, 1 %, 50.71 W, 783 MiB
2026/02/15 20:33:37.235, 86 %, 1 %, 50.82 W, 783 MiB
2026/02/15 20:33:39.235, 85 %, 1 %, 50.65 W, 783 MiB
2026/02/15 20:33:41.236, 85 %, 1 %, 50.87 W, 783 MiB
2026/02/15 20:33:43.236, 85 %, 1 %, 50.92 W, 783 MiB
2026/02/15 20:33:45.236, 84 %, 1 %, 50.75 W, 783 MiB
2026/02/15 20:33:47.236, 84 %, 1 %, 50.81 W, 783 MiB
2026/02/15 20:33:49.237, 84 %, 1 %, 50.86 W, 783 MiB
2026/02/15 20:33:51.237, 84 %, 1 %, 50.72 W, 783 MiB
2026/02/15 20:33:53.237, 85 %, 1 %, 50.74 W, 783 MiB
2026/02/15 20:33:55.237, 85 %, 1 %, 50.74 W, 783 MiB
2026/02/15 20:33:57.237, 85 %, 1 %, 50.85 W, 783 MiB
2026/02/15 20:33:59.238, 85 %, 1 %, 50.90 W, 783 MiB
2026/02/15 20:34:01.238, 85 %, 1 %, 50.91 W, 783 MiB
2026/02/15 20:34:03.238, 74 %, 1 %, 50.72 W, 783 MiB
2026/02/15 20:34:05.238, 85 %, 1 %, 50.75 W, 783 MiB
2026/02/15 20:34:07.238, 85 %, 1 %, 50.83 W, 783 MiB
2026/02/15 20:34:09.239, 85 %, 1 %, 50.76 W, 783 MiB
2026/02/15 20:34:11.239, 85 %, 1 %, 50.79 W, 783 MiB
2026/02/15 20:34:13.239, 84 %, 1 %, 50.63 W, 783 MiB
2026/02/15 20:34:15.239, 85 %, 1 %, 50.81 W, 783 MiB
2026/02/15 20:34:17.239, 84 %, 1 %, 50.81 W, 783 MiB
2026/02/15 20:34:19.240, 84 %, 1 %, 50.75 W, 783 MiB
2026/02/15 20:34:21.240, 85 %, 1 %, 50.94 W, 783 MiB
2026/02/15 20:34:23.240, 85 %, 1 %, 50.83 W, 783 MiB
2026/02/15 20:34:25.240, 85 %, 1 %, 50.79 W, 783 MiB
2026/02/15 20:34:27.240, 84 %, 1 %, 50.91 W, 783 MiB
2026/02/15 20:34:29.241, 85 %, 1 %, 50.87 W, 783 MiB
2026/02/15 20:34:31.241, 85 %, 1 %, 50.84 W, 783 MiB
2026/02/15 20:34:33.241, 84 %, 1 %, 50.84 W, 783 MiB
2026/02/15 20:34:35.241, 84 %, 1 %, 50.82 W, 783 MiB
2026/02/15 20:34:37.241, 85 %, 1 %, 50.93 W, 783 MiB
2026/02/15 20:34:39.242, 85 %, 1 %, 50.82 W, 783 MiB
2026/02/15 20:34:41.242, 84 %, 1 %, 50.83 W, 783 MiB
2026/02/15 20:34:43.242, 84 %, 1 %, 50.88 W, 783 MiB
2026/02/15 20:34:45.242, 84 %, 1 %, 50.92 W, 783 MiB
2026/02/15 20:34:47.243, 85 %, 1 %, 50.90 W, 783 MiB
2026/02/15 20:34:49.243, 85 %, 1 %, 50.91 W, 783 MiB
2026/02/15 20:34:51.243, 85 %, 1 %, 50.94 W, 783 MiB
2026/02/15 20:34:53.244, 85 %, 1 %, 51.03 W, 783 MiB
2026/02/15 20:34:55.244, 84 %, 1 %, 50.92 W, 783 MiB
2026/02/15 20:34:57.244, 86 %, 1 %, 50.96 W, 783 MiB
2026/02/15 20:34:59.244, 85 %, 1 %, 50.94 W, 783 MiB
2026/02/15 20:35:01.244, 85 %, 1 %, 50.74 W, 783 MiB
2026/02/15 20:35:03.244, 84 %, 1 %, 50.83 W, 783 MiB
2026/02/15 20:35:05.245, 83 %, 1 %, 50.68 W, 783 MiB
2026/02/15 20:35:07.245, 84 %, 1 %, 50.66 W, 783 MiB
2026/02/15 20:35:09.245, 85 %, 1 %, 50.74 W, 783 MiB
2026/02/15 20:35:11.245, 84 %, 1 %, 50.66 W, 783 MiB
2026/02/15 20:35:13.245, 85 %, 1 %, 50.74 W, 783 MiB
2026/02/15 20:35:15.246, 85 %, 1 %, 50.80 W, 783 MiB
2026/02/15 20:35:17.246, 85 %, 1 %, 50.91 W, 783 MiB
2026/02/15 20:35:19.246, 85 %, 1 %, 50.96 W, 783 MiB
2026/02/15 20:35:21.246, 85 %, 1 %, 50.94 W, 783 MiB
2026/02/15 20:35:23.246, 84 %, 1 %, 50.80 W, 783 MiB
2026/02/15 20:35:25.247, 85 %, 1 %, 50.85 W, 783 MiB
2026/02/15 20:35:27.247, 84 %, 1 %, 50.87 W, 783 MiB
2026/02/15 20:35:29.247, 85 %, 1 %, 50.77 W, 783 MiB
2026/02/15 20:35:31.247, 86 %, 1 %, 50.92 W, 783 MiB
2026/02/15 20:35:33.248, 85 %, 1 %, 50.87 W, 783 MiB
2026/02/15 20:35:35.248, 85 %, 1 %, 50.83 W, 783 MiB
2026/02/15 20:35:37.248, 85 %, 1 %, 50.74 W, 783 MiB
2026/02/15 20:35:39.248, 86 %, 1 %, 50.62 W, 783 MiB
2026/02/15 20:35:41.249, 85 %, 1 %, 50.78 W, 783 MiB
2026/02/15 20:35:43.249, 85 %, 1 %, 50.75 W, 783 MiB
2026/02/15 20:35:45.249, 85 %, 1 %, 50.79 W, 783 MiB
2026/02/15 20:35:47.249, 85 %, 1 %, 50.85 W, 783 MiB
2026/02/15 20:35:49.249, 7 %, 1 %, 42.33 W, 522 MiB
2026/02/15 20:35:51.250, 8 %, 1 %, 30.94 W, 522 MiB
2026/02/15 20:35:53.250, 8 %, 1 %, 30.85 W, 522 MiB
2026/02/15 20:35:55.251, 8 %, 1 %, 30.67 W, 537 MiB
2026/02/15 20:35:57.251, 8 %, 1 %, 30.69 W, 534 MiB
2026/02/15 20:35:59.252, 8 %, 1 %, 30.56 W, 527 MiB
2026/02/15 20:36:01.252, 8 %, 1 %, 30.60 W, 527 MiB
2026/02/15 20:36:03.253, 7 %, 1 %, 30.61 W, 527 MiB
2026/02/15 20:36:05.253, 8 %, 1 %, 30.56 W, 527 MiB
2026/02/15 20:36:07.253, 8 %, 1 %, 30.53 W, 527 MiB
2026/02/15 20:36:09.254, 8 %, 1 %, 30.55 W, 527 MiB
2026/02/15 20:36:11.254, 8 %, 1 %, 30.45 W, 527 MiB
2026/02/15 20:36:13.255, 8 %, 1 %, 30.59 W, 527 MiB
2026/02/15 20:36:15.255, 8 %, 1 %, 30.46 W, 527 MiB
2026/02/15 20:36:17.256, 8 %, 1 %, 30.62 W, 527 MiB
2026/02/15 20:36:19.256, 8 %, 1 %, 30.44 W, 527 MiB
2026/02/15 20:36:21.256, 8 %, 1 %, 30.50 W, 527 MiB
2026/02/15 20:36:23.257, 8 %, 1 %, 30.44 W, 527 MiB
2026/02/15 20:36:25.257, 8 %, 1 %, 30.40 W, 527 MiB
2026/02/15 20:36:27.258, 8 %, 1 %, 30.54 W, 527 MiB
2026/02/15 20:36:29.258, 7 %, 1 %, 30.43 W, 527 MiB
2026/02/15 20:36:31.259, 8 %, 1 %, 30.40 W, 527 MiB
2026/02/15 20:36:33.259, 8 %, 1 %, 30.34 W, 527 MiB
2026/02/15 20:36:35.259, 7 %, 1 %, 30.41 W, 527 MiB
2026/02/15 20:36:37.260, 8 %, 1 %, 30.37 W, 527 MiB
2026/02/15 20:36:39.260, 8 %, 1 %, 30.25 W, 527 MiB
2026/02/15 20:36:41.261, 8 %, 1 %, 30.27 W, 518 MiB
2026/02/15 20:36:43.261, 8 %, 1 %, 30.31 W, 518 MiB
2026/02/15 20:36:45.261, 8 %, 1 %, 30.36 W, 518 MiB
2026/02/15 20:36:47.262, 8 %, 1 %, 30.17 W, 518 MiB
2026/02/15 20:36:49.262, 8 %, 1 %, 30.30 W, 518 MiB
2026/02/15 20:36:51.262, 8 %, 1 %, 30.31 W, 518 MiB
2026/02/15 20:36:53.263, 8 %, 1 %, 30.12 W, 518 MiB
2026/02/15 20:36:55.263, 8 %, 1 %, 30.17 W, 518 MiB
2026/02/15 20:36:57.264, 8 %, 1 %, 30.06 W, 518 MiB
2026/02/15 20:36:59.264, 8 %, 1 %, 30.02 W, 518 MiB
2026/02/15 20:37:01.264, 8 %, 1 %, 30.05 W, 518 MiB
2026/02/15 20:37:03.265, 8 %, 1 %, 30.05 W, 518 MiB
2026/02/15 20:37:05.265, 8 %, 1 %, 29.95 W, 518 MiB
2026/02/15 20:37:07.265, 8 %, 1 %, 30.06 W, 518 MiB
2026/02/15 20:37:09.266, 8 %, 1 %, 29.99 W, 518 MiB
2026/02/15 20:37:11.266, 8 %, 1 %, 30.00 W, 518 MiB
2026/02/15 20:37:13.267, 8 %, 1 %, 29.95 W, 518 MiB
2026/02/15 20:37:15.267, 8 %, 1 %, 29.97 W, 518 MiB
2026/02/15 20:37:17.267, 8 %, 1 %, 30.01 W, 518 MiB
2026/02/15 20:37:19.268, 8 %, 1 %, 30.08 W, 518 MiB
2026/02/15 20:37:21.268, 7 %, 1 %, 30.03 W, 518 MiB
2026/02/15 20:37:23.268, 8 %, 1 %, 29.97 W, 518 MiB
2026/02/15 20:37:25.269, 8 %, 1 %, 29.90 W, 518 MiB
2026/02/15 20:37:27.269, 8 %, 1 %, 29.90 W, 518 MiB
2026/02/15 20:37:29.270, 8 %, 1 %, 29.82 W, 518 MiB
2026/02/15 20:37:31.270, 8 %, 1 %, 29.77 W, 518 MiB
2026/02/15 20:37:33.270, 8 %, 1 %, 29.95 W, 518 MiB
2026/02/15 20:37:35.271, 8 %, 1 %, 29.80 W, 518 MiB
2026/02/15 20:37:37.271, 8 %, 1 %, 29.90 W, 518 MiB
2026/02/15 20:37:39.272, 9 %, 1 %, 29.92 W, 518 MiB
2026/02/15 20:37:41.272, 8 %, 1 %, 29.99 W, 518 MiB
2026/02/15 20:37:43.272, 8 %, 1 %, 30.00 W, 518 MiB
2026/02/15 20:37:45.273, 8 %, 1 %, 29.94 W, 518 MiB
2026/02/15 20:37:47.273, 7 %, 1 %, 29.94 W, 518 MiB
2026/02/15 20:37:49.274, 7 %, 1 %, 29.93 W, 518 MiB
2026/02/15 20:37:51.274, 8 %, 1 %, 29.83 W, 518 MiB
2026/02/15 20:37:53.274, 7 %, 1 %, 29.91 W, 518 MiB
2026/02/15 20:37:55.275, 8 %, 1 %, 29.97 W, 518 MiB
2026/02/15 20:37:57.275, 8 %, 1 %, 29.90 W, 518 MiB
2026/02/15 20:37:59.275, 8 %, 1 %, 29.93 W, 518 MiB
2026/02/15 20:38:01.276, 8 %, 1 %, 30.00 W, 518 MiB
2026/02/15 20:38:03.276, 8 %, 1 %, 29.96 W, 518 MiB
2026/02/15 20:38:05.276, 8 %, 1 %, 29.86 W, 518 MiB
2026/02/15 20:38:07.277, 8 %, 1 %, 29.85 W, 518 MiB
2026/02/15 20:38:09.277, 7 %, 1 %, 29.90 W, 518 MiB
2026/02/15 20:38:11.278, 6 %, 1 %, 29.77 W, 518 MiB
2026/02/15 20:38:13.278, 6 %, 1 %, 29.70 W, 518 MiB
2026/02/15 20:38:15.278, 6 %, 1 %, 29.86 W, 518 MiB
2026/02/15 20:38:17.278, 6 %, 1 %, 29.85 W, 528 MiB
2026/02/15 20:38:19.279, 7 %, 1 %, 29.91 W, 528 MiB
2026/02/15 20:38:21.279, 6 %, 1 %, 29.80 W, 528 MiB
2026/02/15 20:38:23.279, 7 %, 1 %, 28.92 W, 533 MiB
2026/02/15 20:38:25.279, 1 %, 0 %, 29.07 W, 537 MiB
2026/02/15 20:38:27.280, 6 %, 1 %, 29.66 W, 540 MiB
2026/02/15 20:38:29.280, 7 %, 1 %, 29.59 W, 531 MiB
2026/02/15 20:38:31.280, 1 %, 0 %, 28.91 W, 531 MiB
