#! FIELDS puck.qx puck.qy file.free der_puck.qx der_puck.qy
#! SET min_puck.qx -0.12
#! SET max_puck.qx 0.12
#! SET nbins_puck.qx  101
#! SET periodic_puck.qx false
#! SET min_puck.qy -0.12
#! SET max_puck.qy 0.12
#! SET nbins_puck.qy  101
#! SET periodic_puck.qy false
   -0.120000000   -0.120000000  188.810095309   -0.306618385   -0.258957803
   -0.117600000   -0.120000000  188.808606405   -1.064174731   -1.001655482
   -0.115200000   -0.120000000  188.805018377   -1.960720985   -1.933342409
   -0.112800000   -0.120000000  188.798624590   -3.722798663   -3.717559318
   -0.110400000   -0.120000000  188.786391944   -6.719341379   -6.753661050
   -0.108000000   -0.120000000  188.766572438  -10.122875484  -10.507575500
   -0.105600000   -0.120000000  188.737543759  -14.303806090  -15.231687203
   -0.103200000   -0.120000000  188.695957434  -20.377070124  -22.175453959
   -0.100800000   -0.120000000  188.639567266  -26.922857638  -30.313156691
   -0.098400000   -0.120000000  188.564943974  -35.443574734  -41.235102391
   -0.096000000   -0.120000000  188.468515414  -45.223761786  -54.468196220
   -0.093600000   -0.120000000  188.347087300  -56.587602911  -70.428948932
   -0.091200000   -0.120000000  188.196271631  -69.656561864  -89.432405292
   -0.088800000   -0.120000000  188.011833062  -84.139452560 -112.582040635
   -0.086400000   -0.120000000  187.790519625 -100.613385669 -139.338749955
   -0.084000000   -0.120000000  187.528267961 -118.251963823 -169.825078602
   -0.081600000   -0.120000000  187.221894966 -137.455280407 -204.923315178
   -0.079200000   -0.120000000  186.867912625 -157.770099184 -244.787820245
   -0.076800000   -0.120000000  186.464803684 -178.183615909 -289.107792402
   -0.074400000   -0.120000000  186.012827898 -198.876299390 -337.620596184
   -0.072000000   -0.120000000  185.511362989 -219.103889767 -390.854911107
   -0.069600000   -0.120000000  184.962041163 -238.783644439 -447.997666598
   -0.067200000   -0.120000000  184.366292147 -257.541626219 -509.459132203
   -0.064800000   -0.120000000  183.726546457 -275.314512833 -574.820249491
   -0.062400000   -0.120000000  183.046221502 -290.995848634 -643.180165627
   -0.060000000   -0.120000000  182.331042494 -304.563424812 -713.893949714
   -0.057600000   -0.120000000  181.587741564 -314.192900338 -785.619119514
   -0.055200000   -0.120000000  180.825304849 -320.658119689 -858.547526845
   -0.052800000   -0.120000000  180.052356004 -322.934458281 -930.874025813
