-0.297870 154.938210
-0.263590 154.440696
-0.229311 153.202045
-0.195032 150.468384
-0.160752 145.127424
-0.126473 135.906262
-0.092193 121.873546
-0.057914 103.118766
-0.023635 81.222321
0.010645 59.073331
0.044924 39.921893
0.079204 26.106656
0.113483 18.210538
0.147762 15.136532
0.182042 14.954622
0.216321 15.901175
0.250601 16.963613
0.284880 17.898314
0.319159 18.899542
0.353439 20.230081
0.387718 22.003983
0.421998 24.150333
0.456277 26.489241
0.490556 28.834434
0.524836 31.070123
0.559115 33.184748
0.593395 35.254578
0.627674 37.376783
0.661953 39.581789
0.696233 41.785833
0.730512 43.825912
0.764792 45.550238
0.799071 46.885636
0.833350 47.828560
0.867630 48.385890
0.901909 48.539643
0.936189 48.272410
0.970468 47.611004
1.004747 46.619748
1.039027 45.336121
1.073306 43.717093
1.107586 41.661625
1.141865 39.095753
1.176144 36.043612
1.210424 32.628191
1.244703 29.016927
1.278983 25.366599
1.313262 21.799400
1.347541 18.402473
1.381821 15.235297
1.416100 12.345948
1.450380 9.800278
1.484659 7.708926
1.518938 6.224801
1.553218 5.500890
1.587497 5.631281
1.621777 6.614329
1.656056 8.359764
1.690335 10.726785
1.724615 13.559391
1.758894 16.696517
1.793174 19.964995
1.827453 23.181895
1.861732 26.180951
1.896012 28.848076
1.930291 31.134596
1.964571 33.033269
1.998850 34.538235
2.033129 35.628431
2.067409 36.290850
2.101688 36.557016
2.135968 36.510869
2.170247 36.255196
2.204526 35.861734
2.238806 35.338457
2.273085 34.630555
2.307365 33.653803
2.341644 32.344928
2.375923 30.698333
2.410203 28.761015
2.444482 26.594787
2.478762 24.252577
2.513041 21.796731
2.547320 19.324076
2.581600 16.941309
2.615879 14.697292
2.650159 12.550193
2.684438 10.425839
2.718717 8.323688
2.752997 6.366312
2.787276 4.737206
2.821556 3.548956
2.855835 2.732039
2.890114 2.027089
2.924394 1.152854
2.958673 0.182674
2.992953 0.000000
3.027232 2.467302
3.061511 9.919090
3.095791 24.004139
3.130070 44.517395
3.164350 69.075168
3.198629 93.970504
3.232908 115.694007
3.267188 132.174594
3.301467 143.116308
3.335747 149.501940
3.370026 152.788115
3.404305 154.282720
3.438585 154.884491
