#! FIELDS phi projection
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  51
#! SET periodic_phi true
   -3.141592654   16.417130541
   -3.018392942   10.461643607
   -2.895193230    6.034584118
   -2.771993518    3.295315884
   -2.648793806    2.105104330
   -2.525594094    2.117294645
   -2.402394382    2.884020883
   -2.279194670    3.964288058
   -2.155994958    4.982206359
   -2.032795246    5.652696669
   -1.909595535    5.731549020
   -1.786395823    4.951112984
   -1.663196111    3.260773401
   -1.539996399    1.284839891
   -1.416796687    0.000000000
   -1.293596975    0.118070192
   -1.170397263    1.917668020
   -1.047197551    5.265590647
   -0.923997839    9.746255715
   -0.800798127   14.880023991
   -0.677598415   20.227190644
   -0.554398704   25.359802943
   -0.431198992   29.877113456
   -0.307999280   33.443105681
   -0.184799568   35.772136019
   -0.061599856   36.651373526
    0.061599856   35.998978075
    0.184799568   33.873239626
    0.307999280   30.445515684
    0.431198992   25.998260588
    0.554398704   20.954453058
    0.677598415   15.863149485
    0.800798127   11.372986592
    0.923997839    8.279464762
    1.047197551    7.450724141
    1.170397263    9.444411487
    1.293596975   14.168499868
    1.416796687   20.854580135
    1.539996399   28.324321086
    1.663196111   35.372609740
    1.786395823   41.046549840
    1.909595535   44.832012500
    2.032795246   46.872857197
    2.155994958   47.738399105
    2.279194670   47.841178258
    2.402394382   47.235416773
    2.525594094   45.599757395
    2.648793806   42.346259756
    2.771993518   37.201597867
    2.895193230   30.612285710
    3.018392942   23.391737230
