#! FIELDS phi projection
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  51
#! SET periodic_phi true
   -3.141592654   17.295848998
   -3.018392942   11.473141506
   -2.895193230    6.846263612
   -2.771993518    3.745762676
   -2.648793806    2.217713299
   -2.525594094    2.052514200
   -2.402394382    2.850840171
   -2.279194670    4.118420732
   -2.155994958    5.357430956
   -2.032795246    6.142421049
   -1.909595535    6.129136784
   -1.786395823    5.083621573
   -1.663196111    3.182803738
   -1.539996399    1.188500109
   -1.416796687    0.000000000
   -1.293596975    0.227234436
   -1.170397263    2.074969691
   -1.047197551    5.365512208
   -0.923997839    9.684110232
   -0.800798127   14.586682764
   -0.677598415   19.647061303
   -0.554398704   24.422005242
   -0.431198992   28.505946027
   -0.307999280   31.604769307
   -0.184799568   33.528634022
   -0.061599856   34.144532495
    0.061599856   33.339561712
    0.184799568   31.065398183
    0.307999280   27.442684532
    0.431198992   22.792760591
    0.554398704   17.601731162
    0.677598415   12.457241883
    0.800798127    8.005232818
    0.923997839    5.000492837
    1.047197551    4.260280909
    1.170397263    6.299033789
    1.293596975   10.978452846
    1.416796687   17.486933459
    1.539996399   24.624909663
    1.663196111   31.195845941
    1.786395823   36.284343541
    1.909595535   39.489053548
    2.032795246   41.125253915
    2.155994958   41.815885933
    2.279194670   41.957409356
    2.402394382   41.651187992
    2.525594094   40.730430772
    2.648793806   38.737489091
    2.771993518   35.136452074
    2.895193230   29.922366529
    3.018392942   23.705632857
