#! FIELDS phi projection
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  51
#! SET periodic_phi true
   -3.141592654   15.337283095
   -3.018392942    9.514159845
   -2.895193230    5.352445606
   -2.771993518    2.893607098
   -2.648793806    1.913301545
   -2.525594094    2.029815946
   -2.402394382    2.809218820
   -2.279194670    3.850779382
   -2.155994958    4.823341410
   -2.032795246    5.473805246
   -1.909595535    5.574018330
   -1.786395823    4.861062356
   -1.663196111    3.258920968
   -1.539996399    1.328866105
   -1.416796687    0.005871424
   -1.293596975    0.000000000
   -1.170397263    1.610245897
   -1.047197551    4.739777964
   -0.923997839    9.013016776
   -0.800798127   13.975293298
   -0.677598415   19.201415205
   -0.554398704   24.286702892
   -0.431198992   28.843116492
   -0.307999280   32.491958101
   -0.184799568   34.861650355
   -0.061599856   35.711672459
    0.061599856   35.014065029
    0.184799568   32.867332768
    0.307999280   29.431834778
    0.431198992   24.948894054
    0.554398704   19.795424111
    0.677598415   14.512253156
    0.800798127    9.792084241
    0.923997839    6.468117853
    1.047197551    5.423462869
    1.170397263    7.279214044
    1.293596975   12.059460995
    1.416796687   19.097511399
    1.539996399   27.229077906
    1.663196111   35.167961729
    1.786395823   41.839973229
    1.909595535   46.588443620
    2.032795246   49.344618240
    2.155994958   50.572466871
    2.279194670   50.729387458
    2.402394382   49.873099379
    2.525594094   47.605862346
    2.648793806   43.408380372
    2.771993518   37.335611330
    2.895193230   30.048538657
    3.018392942   22.421169245
