#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  150
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  150
#! SET periodic_psi true
   -3.141592654   -3.141592654   15.275728090  -50.176643246   16.007064386
   -3.099704752   -3.141592654   13.264798805  -45.809263051   16.034034879
   -3.057816849   -3.141592654   11.441648377  -41.189502628   16.015240591
   -3.015928947   -3.141592654    9.813461993  -36.513927500   15.944767889
   -2.974041045   -3.141592654    8.385288448  -31.674592910   15.837990575
   -2.932153143   -3.141592654    7.158774394  -26.945797817   15.681222797
   -2.890265241   -3.141592654    6.127758397  -22.322079757   15.542638575
   -2.848377339   -3.141592654    5.285268924  -17.926064574   15.464161604
   -2.806489437   -3.141592654    4.622429776  -13.764982184   15.423915704
   -2.764601535   -3.141592654    4.128398372   -9.873539403   15.414339628
   -2.722713633   -3.141592654    3.791023780   -6.321357471   15.488183112
   -2.680825731   -3.141592654    3.595461629   -3.075790828   15.588844730
   -2.638937829   -3.141592654    3.528552440   -0.170993593   15.786590172
   -2.597049927   -3.141592654    3.576921708    2.425647443   16.035884988
   -2.555162025   -3.141592654    3.727583749    4.723268205   16.280123057
   -2.513274123   -3.141592654    3.968617257    6.717461015   16.615040832
   -2.471386221   -3.141592654    4.286318236    8.388038212   16.977398169
   -2.429498319   -3.141592654    4.668326118    9.802445466   17.285266323
   -2.387610417   -3.141592654    5.103249016   10.868315970   17.636797991
   -2.345722515   -3.141592654    5.576727087   11.696552023   17.969783719
   -2.303834613   -3.141592654    6.079837740   12.294108537   18.279445238
   -2.261946711   -3.141592654    6.601579276   12.560509115   18.607118764
   -2.220058809   -3.141592654    7.129643347   12.593744742   18.899432469
   -2.178170906   -3.141592654    7.654374916   12.412174845   19.098737886
   -2.136283004   -3.141592654    8.167882629   12.061165016   19.268599598
   -2.094395102   -3.141592654    8.662728654   11.519695193   19.420929690
   -2.052507200   -3.141592654    9.133108859   10.894434528   19.545974825
   -2.010619298   -3.141592654    9.574145578   10.143070390   19.691741681
   -1.968731396   -3.141592654    9.983761876    9.398895615   19.789696404
   -1.926843494   -3.141592654   10.360591346    8.602311404   19.886555005
   -1.884955592   -3.141592654   10.705291051    7.851374522   19.967086978
   -1.843067690   -3.141592654   11.021419805    7.254185873   20.117100621
   -1.801179788   -3.141592654   11.314492078    6.742208301   20.346387812
   -1.759291886   -3.141592654   11.590946921    6.475347568   20.650295526
   -1.717403984   -3.141592654   11.858402718    6.351737082   21.069729881
   -1.675516082   -3.141592654   12.128330780    6.582869492   21.608603230
   -1.633628180   -3.141592654   12.413841078    7.111335733   22.281138974
   -1.591740278   -3.141592654   12.727774307    7.911255788   23.127003687
   -1.549852376   -3.141592654   13.082205637    9.065575392   24.063598730
   -1.507964474   -3.141592654   13.492891883   10.631577128   25.182764549
   -1.466076572   -3.141592654   13.977302512   12.570628951   26.480258351
   -1.424188670   -3.141592654   14.548930237   14.810703659   27.943263472
   -1.382300768   -3.141592654   15.224463648   17.501520293   29.435901346
   -1.340412866   -3.141592654   16.015082204   20.380529684   31.023201658
   -1.298524963   -3.141592654   16.936109719   23.633927838   32.656425814
   -1.256637061   -3.141592654   18.000495918   27.228195292   34.285266214
   -1.214749159   -3.141592654   19.218181641   30.943849330   35.870729364
   -1.172861257   -3.141592654   20.592718280   34.676916590   37.376561944
   -1.130973355   -3.141592654   22.124996105   38.462881553   38.792020991
   -1.089085453   -3.141592654   23.814107685   42.135031720   40.048616776
   -1.047197551   -3.141592654   25.650990338   45.512504073   41.117931275
   -1.005309649   -3.141592654   27.623121476   48.589754087   41.994275003
   -0.963421747   -3.141592654   29.716329736   51.255959173   42.594641625
   -0.921533845   -3.141592654   31.910231241   53.435304137   42.925062174
   -0.879645943   -3.141592654   34.184931611   55.051034118   42.989528679
   -0.837758041   -3.141592654   36.514719614   56.073333576   42.709960712
   -0.795870139   -3.141592654   38.873780056   56.452064700   42.148082581
   -0.753982237   -3.141592654   41.235883445   56.225973270   41.266407279
   -0.712094335   -3.141592654   43.576071298   55.403678819   40.114605034
   -0.670206433   -3.141592654   45.870931523   54.097402386   38.716069651
   -0.628318531   -3.141592654   48.099871661   52.249284246   37.093849576
   -0.586430629   -3.141592654   50.242162558   49.973912884   35.187960569
   -0.544542727   -3.141592654   52.281472168   47.328969240   33.154462685
   -0.502654825   -3.141592654   54.203426395   44.376442085   30.964731325
   -0.460766923   -3.141592654   55.995366664   41.164131409   28.634271132
   -0.418879020   -3.141592654   57.650008357   37.830742311   26.245753791
   -0.376991118   -3.141592654   59.163682079   34.415679271   23.812598292
   -0.335103216   -3.141592654   60.529474255   30.787001465   21.364788263
   -0.293215314   -3.141592654   61.745763388   27.255411611   18.939621354
   -0.251327412   -3.141592654   62.811600235   23.666144505   16.544346720
   -0.209439510   -3.141592654   63.729262368   20.119894930   14.230199607
   -0.167551608   -3.141592654   64.496288716   16.504455657   11.953807971
   -0.125663706   -3.141592654   65.115039397   13.037327321    9.779422570
   -0.083775804   -3.141592654   65.586610437    9.483986322    7.688094209
   -0.041887902   -3.141592654   65.910260649    5.941685088    5.688077485
   -0.000000000   -3.141592654   66.084016700    2.366650755    3.755820299
    0.041887902   -3.141592654   66.105590876   -1.329657654    1.873656998
    0.083775804   -3.141592654   65.969947277   -5.129313069   -0.024583113
    0.125663706   -3.141592654   65.675245104   -8.970763161   -1.810123062
    0.167551608   -3.141592654   65.216244039  -12.944606460   -3.553990282
    0.209439510   -3.141592654   64.588363395  -17.063598768   -5.263156385
    0.251327412   -3.141592654   63.785593169  -21.304211925   -7.028179464
    0.293215314   -3.141592654   62.804301576  -25.551673838   -8.720359169
    0.335103216   -3.141592654   61.646405738  -29.743508932  -10.353449008
    0.376991118   -3.141592654   60.313376101  -33.872539957  -11.980465055
