#! FIELDS psi projection
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  51
#! SET periodic_psi true
   -3.141592654    3.323025997
   -3.018392942    5.681130140
   -2.895193230    8.550545252
   -2.771993518   11.772629987
   -2.648793806   15.164493845
   -2.525594094   18.500191258
   -2.402394382   21.348131307
   -2.279194670   22.822550396
   -2.155994958   22.628227989
   -2.032795246   21.610777399
   -1.909595535   20.245746528
   -1.786395823   18.591458408
   -1.663196111   16.650168379
   -1.539996399   14.492228753
   -1.416796687   12.310300500
   -1.293596975   10.322085622
   -1.170397263    8.705013204
   -1.047197551    7.516644881
   -0.923997839    6.724586327
   -0.800798127    6.292475160
   -0.677598415    6.213608369
   -0.554398704    6.513994248
   -0.431198992    7.131148818
   -0.307999280    7.794623771
   -0.184799568    7.983531848
   -0.061599856    7.410895324
    0.061599856    6.350694921
    0.184799568    5.132194834
    0.307999280    3.931082842
    0.431198992    2.854601174
    0.554398704    1.967059615
    0.677598415    1.290499147
    0.800798127    0.830887579
    0.923997839    0.604343879
    1.047197551    0.632637028
    1.170397263    0.921076969
    1.293596975    1.442067803
    1.416796687    2.136197478
    1.539996399    2.923896982
    1.663196111    3.688386001
    1.786395823    4.275926721
    1.909595535    4.500545947
    2.032795246    4.220748042
    2.155994958    3.448859781
    2.279194670    2.388617432
    2.402394382    1.328109164
    2.525594094    0.498209880
    2.648793806    0.029482037
    2.771993518    0.000000000
    2.895193230    0.488264983
    3.018392942    1.583332875
