#! FIELDS puck.qx puck.qy file.free der_puck.qx der_puck.qy
#! SET min_puck.qx -0.177714
#! SET max_puck.qx 0.171981
#! SET nbins_puck.qx  51
#! SET periodic_puck.qx false
#! SET min_puck.qy -0.163111
#! SET max_puck.qy 0.174097
#! SET nbins_puck.qy  49
#! SET periodic_puck.qy false
   -0.177714000   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.170720100   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.163726200   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.156732300   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.149738400   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.142744500   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.135750600   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.128756700   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.121762800   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.114768900   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.107775000   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.100781100   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.093787200   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.086793300   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.079799400   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.072805500   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.065811600   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.058817700   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.051823800   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.044829900   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.037836000   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.030842100   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.023848200   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.016854300   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.009860400   -0.163111000  191.398346494   -0.000000000   -0.000000000
   -0.002866500   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.004127400   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.011121300   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.018115200   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.025109100   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.032103000   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.039096900   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.046090800   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.053084700   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.060078600   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.067072500   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.074066400   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.081060300   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.088054200   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.095048100   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.102042000   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.109035900   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.116029800   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.123023700   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.130017600   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.137011500   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.144005400   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.150999300   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.157993200   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.164987100   -0.163111000  191.398346494   -0.000000000   -0.000000000
    0.171981000   -0.163111000  191.398346494   -0.000000000   -0.000000000

   -0.177714000   -0.156085833  191.398346494   -0.000000000   -0.000000000
   -0.170720100   -0.156085833  191.398346494   -0.000000000   -0.000000000
