#! FIELDS time phi psi sigma_phi sigma_psi height biasf
#! SET multivariate false
#! SET kerneltype stretched-gaussian
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
                      1     -2.574845359557894      2.853790550856914                   0.35                   0.35                   1.44                      6
                      2     -2.467747813405485      2.547413100234004                   0.35                   0.35      1.352717790607387                      6
                      3     -1.390837365547715      2.077644602320728                   0.35                   0.35      1.439766353880913                      6
                      4     -1.155205546338606      1.769953395569066                   0.35                   0.35      1.366995809255145                      6
                      5     -1.658696372108089     0.6359593322094028                   0.35                   0.35      1.439993962812305                      6
                      6     -1.163086045859113       1.54345329280635                   0.35                   0.35      1.303981042229516                      6
                      7     -1.099713195416413      1.286922400649197                   0.35                   0.35      1.290154369099458                      6
                      8     -1.601265579574611      1.815607793793719                   0.35                   0.35      1.251668489434618                      6
                      9     -1.684716611940074      2.808808859386591                   0.35                   0.35      1.414383702180629                      6
                     10     -1.317826437101986      1.664245082024575                   0.35                   0.35      1.072496404741146                      6
                     11      -1.05486491839923      1.995055198798065                   0.35                   0.35      1.139267168951347                      6
                     12     -1.304992010093282      1.361414379203751                   0.35                   0.35      1.081192029997725                      6
                     13     -1.219728049723966     0.3866044298471891                   0.35                   0.35      1.386033571700253                      6
                   9996     -1.331923795301934       2.98242657703597                   0.35                   0.35     0.0310243166406851                      6
                   9997      -1.74582009546364      1.977185343977508                   0.35                   0.35    0.02359588784955761                      6
                   9998     -1.973248267752213      2.728525013349116                   0.35                   0.35    0.01924953046882669                      6
                   9999     -1.263478509433009      3.126964565472279                   0.35                   0.35    0.04470603461115115                      6
                  10000     -2.747010661845933      1.974525632632534                   0.35                   0.35    0.03197234684604951                      6
