-0.297508 161.848691
-0.263220 161.276050
-0.228933 159.871669
-0.194646 156.820877
-0.160359 150.958655
-0.126071 141.013540
-0.091784 126.157404
-0.057497 106.690439
-0.023210 84.440567
0.011077 62.453686
0.045365 43.940861
0.079652 31.004144
0.113939 23.902322
0.148226 21.276874
0.182513 21.102428
0.216801 21.701766
0.251088 22.265484
0.285375 22.758395
0.319662 23.484781
0.353950 24.683733
0.388237 26.367550
0.422524 28.386342
0.456811 30.570750
0.491098 32.824654
0.525386 35.138477
0.559673 37.560039
0.593960 40.152684
0.628247 42.942199
0.662534 45.864112
0.696822 48.754485
0.731109 51.417243
0.765396 53.735342
0.799683 55.736873
0.833971 57.549990
0.868258 59.272923
0.902545 60.863368
0.936832 62.139741
0.971119 62.892131
1.005407 63.008342
1.039694 62.513843
1.073981 61.506115
1.108268 60.053921
1.142556 58.148941
1.176843 55.737162
1.211130 52.787843
1.245417 49.341087
1.279704 45.509664
1.313992 41.449706
1.348279 37.326147
1.382566 33.290358
1.416853 29.478894
1.451140 26.033569
1.485428 23.126803
1.519715 20.961948
1.554002 19.726806
1.588289 19.512861
1.622577 20.248532
1.656864 21.700617
1.691151 23.561414
1.725438 25.579035
1.759725 27.648338
1.794013 29.797839
1.828300 32.081093
1.862587 34.456877
1.896874 36.755861
1.931161 38.762594
1.965449 40.343251
1.999736 41.508612
2.034023 42.360314
2.068310 42.974114
2.102598 43.325351
2.136885 43.312881
2.171172 42.845881
2.205459 41.914573
2.239746 40.598102
2.274034 39.021063
2.308321 37.298856
2.342608 35.502253
2.376895 33.648338
2.411183 31.711131
2.445470 29.645512
2.479757 27.421712
2.514044 25.059819
2.548331 22.637829
2.582619 20.251491
2.616906 17.946162
2.651193 15.684144
2.685480 13.396178
2.719767 11.088417
2.754055 8.907205
2.788342 7.077759
2.822629 5.729451
2.856916 4.729387
2.891204 3.690442
2.925491 2.260085
2.959778 0.631476
2.994065 0.000000
3.028352 2.558170
3.062640 10.768978
3.096927 26.122445
3.131214 48.073060
3.165501 73.909142
3.199788 99.744915
3.234076 122.056936
3.268363 138.857462
3.302650 149.953779
3.336937 156.407885
3.371225 159.722935
3.405512 161.229524
3.439799 161.836224
