#! FIELDS puck.qx puck.qy file.free der_puck.qx der_puck.qy
#! SET min_puck.qx -0.12
#! SET max_puck.qx 0.12
#! SET nbins_puck.qx  101
#! SET periodic_puck.qx false
#! SET min_puck.qy -0.12
#! SET max_puck.qy 0.12
#! SET nbins_puck.qy  101
#! SET periodic_puck.qy false
   -0.120000000   -0.120000000  188.664838560   -0.209000304   -0.175899074
   -0.117600000   -0.120000000  188.663866819   -0.705854775   -0.606478001
   -0.115200000   -0.120000000  188.661369147   -1.456088626   -1.366762163
   -0.112800000   -0.120000000  188.655661066   -3.384800406   -3.184313563
   -0.110400000   -0.120000000  188.644611215   -6.059236886   -5.791629526
   -0.108000000   -0.120000000  188.625625618   -9.888470593   -9.864999628
   -0.105600000   -0.120000000  188.596793629  -14.344942191  -14.868406019
   -0.103200000   -0.120000000  188.555848126  -19.946458788  -21.181641057
   -0.100800000   -0.120000000  188.500042606  -26.961270961  -29.462111912
   -0.098400000   -0.120000000  188.425115418  -35.706842608  -40.349822368
   -0.096000000   -0.120000000  188.328001055  -45.299762425  -53.159427662
   -0.093600000   -0.120000000  188.205291415  -57.338287094  -69.457240541
   -0.091200000   -0.120000000  188.052282567  -70.515612369  -88.473060755
   -0.088800000   -0.120000000  187.866717287  -84.394658098 -110.482063716
   -0.086400000   -0.120000000  187.645726450 -100.424552988 -136.766803141
   -0.084000000   -0.120000000  187.384271392 -117.481373588 -166.682687113
   -0.081600000   -0.120000000  187.080463288 -136.011894807 -201.358293847
   -0.079200000   -0.120000000  186.729514123 -156.690006967 -243.027273386
   -0.076800000   -0.120000000  186.329326674 -176.491020730 -287.146900961
   -0.074400000   -0.120000000  185.880920654 -197.320536424 -336.802471056
   -0.072000000   -0.120000000  185.383526546 -217.125612468 -389.857413563
   -0.069600000   -0.120000000  184.839337950 -236.540640763 -447.667697979
   -0.067200000   -0.120000000  184.250642747 -254.000401166 -509.029716393
   -0.064800000   -0.120000000  183.621940392 -269.379481606 -573.025856296
   -0.062400000   -0.120000000  182.958944946 -282.772836294 -640.204092987
   -0.060000000   -0.120000000  182.266597597 -293.582900821 -709.270240923
   -0.057600000   -0.120000000  181.552160049 -301.063185786 -779.853381233
   -0.055200000   -0.120000000  180.823363281 -305.592329302 -850.958614216
   -0.052800000   -0.120000000  180.087232102 -307.021983417 -922.035690322
   -0.050400000   -0.120000000  179.352547448 -304.874444947 -991.679609940
   -0.048000000   -0.120000000  178.626004595 -299.692439744 -1059.665776080
   -0.045600000   -0.120000000  177.916035662 -291.574753872 -1124.725467755
   -0.043200000   -0.120000000  177.229088743 -280.864025019 -1186.877305538
   -0.040800000   -0.120000000  176.570771472 -267.272460256 -1245.854147627
   -0.038400000   -0.120000000  175.946714380 -252.709847104 -1301.993229090
   -0.036000000   -0.120000000  175.360534247 -235.404102386 -1352.227334251
