#! FIELDS puck.theta file.free der_puck.theta
#! SET min_puck.theta -0.349724
#! SET max_puck.theta 3.49462
#! SET nbins_puck.theta  110
#! SET periodic_puck.theta false
   -0.349724000  121.404921665   -0.000000000
   -0.314454789  121.357136974   -3.478481172
   -0.279185578  121.102374813  -12.358420618
   -0.243916367  120.347622522  -32.953964135
   -0.208647156  118.536084331  -73.920865070
   -0.173377945  114.786344501 -144.059300236
   -0.138108734  107.995144867 -245.741694283
   -0.102839523   97.238325181 -365.128192786
   -0.067570312   82.395275053 -470.896572209
   -0.032301101   64.652877627 -523.226438833
    0.002968110   46.434761815 -495.673526802
    0.038237321   30.608716106 -391.330377279
    0.073506532   19.305374386 -246.939067813
    0.108775743   13.100194706 -109.779054691
    0.144044954   11.051581020  -14.807901350
    0.179314165   11.468268726   31.023469312
    0.214583376   12.831262416   42.375078235
    0.249852587   14.304488508   40.303082135
    0.285121798   15.683420330   38.648653581
    0.320391009   17.103846828   42.667320332
    0.355660220   18.742597341   50.812462101
    0.390929431   20.675203658   58.665522038
    0.426198642   22.871821356   65.321020678
    0.461467853   25.237945180   68.392421344
    0.496737064   27.646294599   67.637457269
    0.532006275   29.978587402   64.500638342
    0.567275486   32.187904315   60.874025142
    0.602544697   34.297710866   59.045529356
    0.637813908   36.385832394   59.559634347
    0.673083119   38.481896993   59.050908376
    0.708352330   40.512856563   55.790054894
    0.743621541   42.386400431   49.805138581
    0.778890752   44.028172015   43.426714612
    0.814159963   45.457825913   37.859805633
    0.849429174   46.695509732   32.118439478
    0.884698385   47.666597762   22.058259685
    0.919967596   48.192946542    6.876737452
    0.955236807   48.110042929  -11.822582052
    0.990506018   47.369913287  -29.525460117
    1.025775229   46.090138942  -42.428596203
    1.061044440   44.423722909  -51.824329785
    1.096313651   42.428138681  -61.394077766
    1.131582862   40.068336968  -72.824675903
    1.166852073   37.288068232  -84.587569153
    1.202121284   34.130967133  -93.704222692
    1.237390495   30.715781041  -98.915803669
    1.272659706   27.198985052 -100.126445606
    1.307928917   23.686977274  -98.712924627
    1.343198128   20.265583681  -95.221362932
    1.378467339   16.994588024  -89.793966452
    1.413736550   13.974483381  -80.848866280
    1.449005761   11.337103790  -68.284945369
    1.484274972    9.222496100  -50.890592762
    1.519544183    7.792164438  -29.278158554
    1.554813394    7.204940863   -3.632286895
    1.590082606    7.546190080   22.899981600
    1.625351817    8.797020883   47.341410083
    1.660621028   10.816022738   66.085982558
    1.695890239   13.382148195   78.212401526
    1.731159450   16.272787898   84.684945639
    1.766428661   19.303295983   86.435352607
    1.801697872   22.331083616   84.995196248
    1.836967083   25.260571373   80.652226126
    1.872236294   27.999732199   74.147118288
    1.907505505   30.460783371   65.150199557
    1.942774716   32.561689671   53.803525691
    1.978043927   34.237735929   41.251136300
    2.013313138   35.491756517   29.986678630
    2.048582349   36.393433567   21.631089660
    2.083851560   37.047807526   15.601296509
    2.119120771   37.508103678   10.191107010
    2.154389982   37.733861903    2.044286229
    2.189659193   37.617553194   -9.179346267
    2.224928404   37.058065249  -22.381825143
    2.260197615   36.064449005  -33.533893656
    2.295466826   34.743587698  -40.510329760
    2.330736037   33.242692595  -44.194946192
    2.366005248   31.621740274  -48.094348757
    2.401274459   29.806391830  -55.236779385
    2.436543670   27.712422065  -63.895965894
    2.471812881   25.321028466  -71.263222829
    2.507082092   22.719333783  -75.688806229
    2.542351303   20.030586735  -76.006303710
    2.577620514   17.396279621  -73.144074356
    2.612889725   14.890706623  -68.663350410
    2.648158936   12.559599540  -63.525587246
    2.683428147   10.420397941  -57.629993338
    2.718697358    8.490173325  -51.867866712
    2.753966569    6.777260203  -45.247655241
    2.789235780    5.295380900  -38.605159459
    2.824504991    4.096261015  -29.745231332
    2.859774202    3.164920548  -23.753344624
    2.895043413    2.331708727  -24.765500900
    2.930312624    1.352646945  -30.578101368
    2.965581835    0.297355148  -25.553118540
    3.000851046    0.000000000   17.145505062
    3.036120257    2.196522778  117.705623968
    3.071389468    8.924001653  269.903672725
    3.106658679   21.370926808  433.320967774
    3.141927890   38.942149972  551.028831877
    3.177197101   59.196206281  581.394047581
    3.212466312   78.862518629  520.443828342
    3.247735523   95.214221077  400.802895647
    3.283004734  106.978971104  267.509231594
    3.318273945  114.346470393  155.536754076
    3.353543156  118.376345812   79.032761754
    3.388812367  120.305980271   35.108380346
    3.424081578  121.099278769   12.893774124
    3.459350789  121.361538032    3.398071723
    3.494620000  121.404921638    0.027472739
