#! FIELDS puck.qx puck.qy file.free der_puck.qx der_puck.qy
#! SET min_puck.qx -0.12
#! SET max_puck.qx 0.12
#! SET nbins_puck.qx  101
#! SET periodic_puck.qx false
#! SET min_puck.qy -0.12
#! SET max_puck.qy 0.12
#! SET nbins_puck.qy  101
#! SET periodic_puck.qy false
   -0.120000000   -0.120000000  188.457710210   -0.439051330   -0.402680604
   -0.117600000   -0.120000000  188.456107343   -1.033590604   -0.986651522
   -0.115200000   -0.120000000  188.452462834   -2.104227902   -2.067096287
   -0.112800000   -0.120000000  188.445548780   -3.795287009   -3.788493269
   -0.110400000   -0.120000000  188.433653353   -6.258732384   -6.513492886
   -0.108000000   -0.120000000  188.414690924   -9.502954924  -10.175144354
   -0.105600000   -0.120000000  188.387161450  -13.571087403  -14.941139072
   -0.103200000   -0.120000000  188.348013906  -19.265737482  -21.498035101
   -0.100800000   -0.120000000  188.293365087  -26.493514906  -30.156449256
   -0.098400000   -0.120000000  188.219604934  -35.047770574  -41.012500012
   -0.096000000   -0.120000000  188.124113792  -44.703593554  -53.846306424
   -0.093600000   -0.120000000  188.003496597  -55.922749930  -69.718922152
   -0.091200000   -0.120000000  187.855080843  -67.909302332  -87.734378244
   -0.088800000   -0.120000000  187.674842753  -82.436959749 -110.378867226
   -0.086400000   -0.120000000  187.457876616  -98.465510999 -136.895486407
   -0.084000000   -0.120000000  187.201209035 -115.764249967 -167.514510598
   -0.081600000   -0.120000000  186.901285561 -134.246039155 -202.290937419
   -0.079200000   -0.120000000  186.556087690 -153.760111813 -241.417258360
   -0.076800000   -0.120000000  186.163682590 -173.486289070 -284.739001406
   -0.074400000   -0.120000000  185.722781127 -193.986398244 -333.910339968
   -0.072000000   -0.120000000  185.232846393 -214.601858036 -387.131152832
   -0.069600000   -0.120000000  184.693991295 -234.180770417 -444.482256488
   -0.067200000   -0.120000000  184.110273521 -252.231816049 -504.686950877
   -0.064800000   -0.120000000  183.485482874 -268.099553802 -568.502341301
   -0.062400000   -0.120000000  182.825460227 -281.688513197 -635.236337186
   -0.060000000   -0.120000000  182.134476254 -293.166736385 -704.494832263
   -0.057600000   -0.120000000  181.420425819 -301.231218694 -774.655369852
   -0.055200000   -0.120000000  180.690565594 -306.689069651 -846.063391948
