-0.159082 -0.153809 196.080170
-0.156150 -0.153809 196.080170
-0.153217 -0.153809 196.080170
-0.150285 -0.153809 196.080170
-0.147353 -0.153809 196.080170
-0.144420 -0.153809 196.080170
-0.141488 -0.153809 196.080170
-0.138555 -0.153809 196.080169
-0.135623 -0.153809 196.080169
-0.132691 -0.153809 196.080168
-0.129758 -0.153809 196.080166
-0.126826 -0.153809 196.080163
-0.123894 -0.153809 196.080159
-0.120961 -0.153809 196.080151
-0.118029 -0.153809 196.080140
-0.115096 -0.153809 196.080122
-0.112164 -0.153809 196.080094
-0.109232 -0.153809 196.080054
-0.106299 -0.153809 196.079994
-0.103367 -0.153809 196.079908
-0.100434 -0.153809 196.079785
-0.097502 -0.153809 196.079613
-0.094570 -0.153809 196.079376
-0.091637 -0.153809 196.079056
-0.088705 -0.153809 196.078630
-0.085773 -0.153809 196.078070
-0.082840 -0.153809 196.077349
-0.079908 -0.153809 196.076433
-0.076975 -0.153809 196.075290
-0.074043 -0.153809 196.073883
-0.071111 -0.153809 196.072183
-0.068178 -0.153809 196.070159
-0.065246 -0.153809 196.067788
-0.062313 -0.153809 196.065058
-0.059381 -0.153809 196.061962
-0.056449 -0.153809 196.058511
-0.053516 -0.153809 196.054727
-0.050584 -0.153809 196.050647
-0.047652 -0.153809 196.046322
-0.044719 -0.153809 196.041818
-0.041787 -0.153809 196.037211
-0.038854 -0.153809 196.032587
-0.035922 -0.153809 196.028039
-0.032990 -0.153809 196.023659
-0.030057 -0.153809 196.019540
-0.027125 -0.153809 196.015770
-0.024192 -0.153809 196.012426
-0.021260 -0.153809 196.009574
-0.018328 -0.153809 196.007263
-0.015395 -0.153809 196.005528
-0.012463 -0.153809 196.004385
-0.009531 -0.153809 196.003830
-0.006598 -0.153809 196.003845
-0.003666 -0.153809 196.004396
-0.000733 -0.153809 196.005438
0.002199 -0.153809 196.006916
0.005131 -0.153809 196.008772
0.008064 -0.153809 196.010944
0.010996 -0.153809 196.013374
0.013929 -0.153809 196.016011
0.016861 -0.153809 196.018807
0.019793 -0.153809 196.021725
0.022726 -0.153809 196.024737
0.025658 -0.153809 196.027821
0.028590 -0.153809 196.030962
0.031523 -0.153809 196.034148
0.034455 -0.153809 196.037369
0.037388 -0.153809 196.040615
0.040320 -0.153809 196.043871
0.043252 -0.153809 196.047119
0.046185 -0.153809 196.050337
0.049117 -0.153809 196.053497
0.052049 -0.153809 196.056568
0.054982 -0.153809 196.059516
0.057914 -0.153809 196.062310
0.060847 -0.153809 196.064919
0.063779 -0.153809 196.067319
0.066711 -0.153809 196.069489
0.069644 -0.153809 196.071420
0.072576 -0.153809 196.073107
0.075509 -0.153809 196.074555
0.078441 -0.153809 196.075775
0.081373 -0.153809 196.076785
0.084306 -0.153809 196.077604
0.087238 -0.153809 196.078257
0.090170 -0.153809 196.078767
0.093103 -0.153809 196.079158
0.096035 -0.153809 196.079453
0.098968 -0.153809 196.079670
0.101900 -0.153809 196.079827
0.104832 -0.153809 196.079939
0.107765 -0.153809 196.080017
0.110697 -0.153809 196.080071
0.113630 -0.153809 196.080106
0.116562 -0.153809 196.080130
0.119494 -0.153809 196.080145
0.122427 -0.153809 196.080155
0.125359 -0.153809 196.080161
0.128291 -0.153809 196.080165
0.131224 -0.153809 196.080167
0.134156 -0.153809 196.080168
0.137089 -0.153809 196.080169
0.140021 -0.153809 196.080169
0.142953 -0.153809 196.080170
0.145886 -0.153809 196.080170
0.148818 -0.153809 196.080170
0.151751 -0.153809 196.080170
0.154683 -0.153809 196.080170
0.157615 -0.153809 196.080170
0.160548 -0.153809 196.080170

-0.159082 -0.150865 196.080170
-0.156150 -0.150865 196.080170
-0.153217 -0.150865 196.080170
-0.150285 -0.150865 196.080170
-0.147353 -0.150865 196.080170
-0.144420 -0.150865 196.080170
-0.141488 -0.150865 196.080169
-0.138555 -0.150865 196.080169
-0.135623 -0.150865 196.080168
-0.132691 -0.150865 196.080166
-0.129758 -0.150865 196.080163
-0.126826 -0.150865 196.080157
-0.123894 -0.150865 196.080149
-0.120961 -0.150865 196.080135
-0.118029 -0.150865 196.080114
-0.115096 -0.150865 196.080082
-0.112164 -0.150865 196.080033
-0.109232 -0.150865 196.079959
-0.106299 -0.150865 196.079852
-0.103367 -0.150865 196.079697
-0.100434 -0.150865 196.079478
-0.097502 -0.150865 196.079172
-0.094570 -0.150865 196.078752
-0.091637 -0.150865 196.078185
-0.088705 -0.150865 196.077433
-0.085773 -0.150865 196.076450
-0.082840 -0.150865 196.075186
-0.079908 -0.150865 196.073586
-0.076975 -0.150865 196.071594
-0.074043 -0.150865 196.069153
-0.071111 -0.150865 196.066210
-0.068178 -0.150865 196.062718
-0.065246 -0.150865 196.058641
-0.062313 -0.150865 196.053957
-0.059381 -0.150865 196.048664
-0.056449 -0.150865 196.042779
-0.053516 -0.150865 196.036344
-0.050584 -0.150865 196.029423
-0.047652 -0.150865 196.022107
-0.044719 -0.150865 196.014506
-0.041787 -0.150865 196.006751
-0.038854 -0.150865 195.998985
-0.035922 -0.150865 195.991361
-0.032990 -0.150865 195.984035
-0.030057 -0.150865 195.977159
-0.027125 -0.150865 195.970874
-0.024192 -0.150865 195.965308
-0.021260 -0.150865 195.960565
-0.018328 -0.150865 195.956726
-0.015395 -0.150865 195.953844
-0.012463 -0.150865 195.951942
-0.009531 -0.150865 195.951015
-0.006598 -0.150865 195.951029
-0.003666 -0.150865 195.951929
-0.000733 -0.150865 195.953638
0.002199 -0.150865 195.956067
0.005131 -0.150865 195.959120
0.008064 -0.150865 195.962697
0.010996 -0.150865 195.966705
0.013929 -0.150865 195.971056
0.016861 -0.150865 195.975678
0.019793 -0.150865 195.980511
0.022726 -0.150865 195.985509
0.025658 -0.150865 195.990638
0.028590 -0.150865 195.995877
